name,table,rotor_rpm,x,y,z,nx,ny,nz,rotor_radius,hub_radius,rotor_thick
Turbine-01,UW_Lab-2,273,0.9,0.5,0.4,1,0,0,0.225,0,0.2
Turbine-02,UW_Lab-2,273,3.15,0.5,0.4,1,0,0,0.225,0,0.2
