name,table,rotor_rpm,x,y,z,nx,ny,nz,rotor_radius,hub_radius,rotor_thick
Turbine-01,DOE_RM-1,11.5,170,90,30,1,0,0,10,1,2
Turbine-02,DOE_RM-1,-11.5,170,136.67,30,1,0,0,10,1,2
