"Iteration","Ux_up1: Ux_up1 (m/s)","Ux_up2: Ux_up2 (m/s)","Ux_up3: Ux_up3 (m/s)","Ux_up4: Ux_up4 (m/s)","Ux_up5: Ux_up5 (m/s)","Ux_down1: Ux_down1 (m/s)","Ux_down2: Ux_down2 (m/s)","Ux_down3: Ux_down3 (m/s)","Ux_down4: Ux_down4 (m/s)","Ux_down5: Ux_down5 (m/s)"
1024.0,1.7239578367868602,1.8845259784861952,,,,1.73423557610079,1.8866104871636658,1.9687282074003918,1.9962744918944864,2.00191905985781
1025.0,1.723957802002012,1.8845259316438172,,,,1.7342380324236464,1.8866110962166918,1.9687277719776077,1.996273468872085,2.0019179035490717
1026.0,1.7239577779038946,1.8845259189750165,,,,1.734240198846189,1.8866116045109704,1.9687273240771894,1.9962724094330078,2.001916762063458
1027.0,1.7239577391323784,1.8845258869706707,,,,1.7342421588470158,1.8866121099465318,1.9687270498734786,1.9962716132273886,2.0019158732536817
1028.0,1.7239577793568217,1.8845260011761638,,,,1.7342440086984618,1.8866127258712817,1.9687269598661172,1.9962710001341115,2.0019151943002496
1029.0,1.723957645411454,1.8845257399927573,,,,1.734245350762336,1.8866126714641367,1.9687260439370413,1.996269593716864,2.0019138342207747
1030.0,1.7239576047304737,1.8845257751174362,,,,1.7342467100611767,1.8866130752359713,1.968725922313084,1.9962691276714186,2.0019132313709185
1031.0,1.723957531390275,1.8845256749129604,,,,1.7342478383930917,1.8866131294261899,1.9687252728369404,1.9962680419691274,2.0019121456289124
1032.0,1.7239574780945963,1.8845256407986293,,,,1.734249021847853,1.8866137162120518,1.9687257167548662,1.996268436828208,2.0019123613143845
1033.0,1.7239575399721774,1.884525819767561,,,,1.7342502181872228,1.8866142232810863,1.968725701373715,1.9962679690075562,2.0019119466099236
1034.0,1.7239573992296358,1.8845255191596118,,,,1.7342508580032372,1.8866138154522418,1.968724591719168,1.9962664509531425,2.0019105564742223
1035.0,1.7239573556506231,1.8845255310708784,,,,1.7342516435692763,1.8866142807233146,1.9687250590462355,1.9962670131872122,2.001910853858006
1036.0,1.7239573664503736,1.884525620249402,,,,1.7342524708705058,1.8866145373052108,1.968724825116823,1.9962663999068586,2.001910290809081
1037.0,1.7239572469328484,1.8845253975233565,,,,1.7342529666033386,1.886614439125391,1.9687245102437383,1.9962660208791334,2.0019099134271268
1038.0,1.7239572943157535,1.8845256073062981,,,,1.7342536954430638,1.8866148495203228,1.968724614942625,1.9962658342478716,2.0019096492716475
1039.0,1.723957239342407,1.8845254846454613,,,,1.7342541719368652,1.8866148992523237,1.9687246046905014,1.9962658185006614,2.001909615057354
1040.0,1.7239572987023055,1.8845256886383661,,,,1.7342548899197001,1.8866154199636194,1.9687249246099872,1.9962658861472762,2.0019096274965302
1041.0,1.7239571258245427,1.8845253340091168,,,,1.7342549823547841,1.8866148802171703,1.9687240796544871,1.9962649771737944,2.00190885506281
1042.0,1.7239571783934986,1.8845256036130797,,,,1.7342557072910953,1.8866157977518832,1.968725179523568,1.996266130041663,2.0019097533741106
1043.0,1.7239571642013858,1.884525570632755,,,,1.7342560224256245,1.8866155041687054,1.9687244347639008,1.9962649667324173,2.001908829158355
1044.0,1.7239570486694955,1.884525347208651,,,,1.7342559695465085,1.8866150552451837,1.9687237795552437,1.9962643968370297,2.0019082089808506
1045.0,1.7239570447816157,1.8845254512448857,,,,1.734256320509053,1.886615328312132,1.9687238856354692,1.9962643304896355,2.0019080362201525
1046.0,1.7239569928445988,1.8845253654755916,,,,1.7342564931306448,1.8866151483492835,1.9687235760154498,1.9962639196654686,2.001907665919961
1047.0,1.7239569460061674,1.8845253486412625,,,,1.7342567649602623,1.8866153284998002,1.9687237481360151,1.9962640807277525,2.0019077535968623
1048.0,1.7239568812597277,1.8845252575445417,,,,1.7342568359324833,1.8866151624416303,1.9687234657878316,1.996263726939077,2.0019074687901535
1049.0,1.72395684706667,1.8845252425492571,,,,1.7342569953225884,1.8866152306194288,1.968723465696633,1.9962636578246045,2.0019073684362945
1050.0,1.7239567919760284,1.8845251544104986,,,,1.7342570057277016,1.8866150048822332,1.968723126815299,1.996263277932321,2.0019070224856708
1051.0,1.7239568109828247,1.884525269498242,,,,1.7342573174120304,1.8866153926667149,1.9687236185889578,1.9962637987392928,2.0019074233086727
1052.0,1.7239567735910692,1.8845252040966547,,,,1.7342574320695199,1.8866153213936974,1.9687234797272146,1.9962635803868358,2.0019072899817334
1053.0,1.723956671474421,1.8845250506944808,,,,1.734257352624281,1.8866150303032996,1.9687230212798155,1.9962630533716101,2.0019068056079137
1054.0,1.7239565865276893,1.8845249556859494,,,,1.7342571802846531,1.8866146878188295,1.968722567135514,1.996262611911492,2.0019063530724637
1055.0,1.7239565831196573,1.8845250486447438,,,,1.7342573674826038,1.88661498677729,1.968722977735216,1.996263044848729,2.0019066688213
1056.0,1.7239565371964818,1.8845249851179668,,,,1.734257413630588,1.8866148719872053,1.968722821106001,1.9962628095480444,2.0019065146656514
1057.0,1.723956471062366,1.8845249158353248,,,,1.734257416634764,1.8866148391881195,1.968722818394609,1.9962628409345644,2.0019065312433844
1058.0,1.723956412058509,1.884524860312707,,,,1.7342573516515705,1.886614689830322,1.9687226055150835,1.9962626091454632,2.001906332289071
1059.0,1.723956375577584,1.884524863978006,,,,1.7342573896502254,1.8866147067748602,1.968722574231457,1.9962625316778926,2.0019062333047515
1060.0,1.723956319629266,1.8845247982764934,,,,1.734257336467139,1.886614524243796,1.9687223197218828,1.996262249566044,2.0019059763808214
1061.0,1.723956263344803,1.8845247588464678,,,,1.7342573395112209,1.8866145835135435,1.9687225295735107,1.9962625932340121,2.001906253540489
1062.0,1.7239562232072743,1.8845247454030165,,,,1.7342573454505423,1.8866145814530906,1.968722545482007,1.9962625953046587,2.0019062927627314
1063.0,1.7239562463184828,1.884524856774521,,,,1.7342574967257374,1.8866147677155558,1.9687227041405195,1.9962626687942646,2.001906354488797
1064.0,1.7239562164069224,1.8845248138215425,,,,1.734257517325784,1.886614663562808,1.9687225277963194,1.9962624462138139,2.001906169598516
1065.0,1.7239560883701577,1.884524597427193,,,,1.7342572029175911,1.8866141348985828,1.9687218890344038,1.9962618642192416,2.0019056431252586
1066.0,1.7239560106288685,1.8845245416929757,,,,1.7342569424840275,1.8866138466371458,1.9687215824927722,1.9962615893028524,2.0019053400973092
1067.0,1.7239560269673828,1.884524687611445,,,,1.7342571369427842,1.8866142352096258,1.9687221151630026,1.9962621149102941,2.00190575237069
1068.0,1.7239559904413657,1.884524644942125,,,,1.7342572010065966,1.8866141804008607,1.9687220422315914,1.996261958829534,2.0019056794758
1069.0,1.7239559275255374,1.8845245468680014,,,,1.7342570077299202,1.8866138496137703,1.9687216592199734,1.9962616005967162,2.00190537252627
1070.0,1.7239558683063598,1.884524502011002,,,,1.734256951753747,1.8866138722837196,1.9687217501971634,1.9962617755294305,2.00190548305339
1071.0,1.723955826281216,1.884524477338913,,,,1.7342568956197373,1.886613800246697,1.9687217012649159,1.9962617174475916,2.0019054466531285
1072.0,1.7239558071882755,1.884524488108212,,,,1.734256863041468,1.8866137265176166,1.9687215636665005,1.9962615153005117,2.0019052630660674
1073.0,1.723955763888441,1.8845244335582114,,,,1.7342567662558879,1.8866135408516502,1.9687213354912985,1.996261260015947,2.001905022721266
1074.0,1.7239556907974674,1.884524331924995,,,,1.7342565621612789,1.8866132501181645,1.968721016274186,1.9962609740195028,2.0019047492009943
1075.0,1.7239556335762023,1.8845242907684694,,,,1.7342564649800334,1.8866132078794882,1.9687210574913692,1.9962610841375872,2.001904813032688
1076.0,1.72395562951012,1.8845243582784001,,,,1.7342565586346046,1.886613434588222,1.9687214352712683,1.9962614899820057,2.001905184353609
1077.0,1.7239556153037419,1.884524361934012,,,,1.7342566243297806,1.886613515897411,1.9687215758378853,1.9962616063565495,2.001905337008683
1078.0,1.7239556053480132,1.8845243713931665,,,,1.734256601589,1.8866134658550302,1.9687215089449759,1.996261502553788,2.001905269989889
1079.0,1.7239555835584244,1.884524359005351,,,,1.7342565429331374,1.88661339434372,1.9687214222515663,1.9962614194279669,2.001905183677616
1080.0,1.723955541359531,1.884524312413112,,,,1.7342564216746248,1.8866132293696012,1.9687212350551833,1.9962612475761627,2.0019050165504444
1081.0,1.7239554997351285,1.8845242863807226,,,,1.7342563580244947,1.8866131982494294,1.968721246892545,1.9962613015295367,2.0019050404312226
1082.0,1.7239554697295312,1.8845242744403996,,,,1.7342562962410364,1.886613131649003,1.9687211970444596,1.996261245243992,2.0019049943908
1083.0,1.7239554578980245,1.8845242916333786,,,,1.7342562822522616,1.8866131410877554,1.9687212321438228,1.9962612695784432,2.0019050133655334
1084.0,1.7239554363689304,1.8845242723393816,,,,1.7342562370907793,1.886613071420264,1.96872115342564,1.9962611757838686,2.001904938718827
1085.0,1.7239554041472673,1.8845242299548937,,,,1.734256130243664,1.8866129270974916,1.968720991817226,1.9962610182204836,2.0019047950160163
1086.0,1.7239553744896288,1.8845242028484428,,,,1.7342560537510947,1.8866128696286806,1.9687209623939963,1.9962610222162906,2.001904782477154
1087.0,1.7239553634281641,1.8845242155664281,,,,1.734256056758481,1.886612928211142,1.9687210837676983,1.9962611604372618,2.001904904091175
1088.0,1.723955349993687,1.8845242069168249,,,,1.7342560494219719,1.8866129246571095,1.9687211038823365,1.9962611712544904,2.001904931911068
1089.0,1.7239553404491068,1.8845242039860932,,,,1.7342560168838577,1.8866128944199008,1.968721086802321,1.9962611522144802,2.0019049216914384
1090.0,1.7239553275413795,1.884524195470898,,,,1.734255981288216,1.8866128641784465,1.9687210654975242,1.9962611350335595,2.0019049049933755
1091.0,1.7239553042096625,1.8845241718206944,,,,1.734255933789723,1.88661281469733,1.9687210196786773,1.996261091817621,2.001904863155544
1092.0,1.7239552850601187,1.8845241608808223,,,,1.7342558829477173,1.8866127638941568,1.9687209727530575,1.996261046058401,2.0019048164761153
1093.0,1.7239552630532886,1.8845241438324345,,,,1.7342558355791238,1.8866127178723473,1.9687209341727525,1.9962610081249124,2.0019047775003367
1094.0,1.7239552441218344,1.884524131646597,,,,1.734255786749055,1.8866126663301999,1.9687208853428733,1.9962609570041894,2.00190472889493
1095.0,1.7239552248519034,1.8845241172360607,,,,1.7342557430792809,1.8866126271135073,1.968720856044558,1.9962609316979,2.0019047027121246
1096.0,1.7239552079493685,1.8845241055184359,,,,1.7342556989543254,1.8866125833777974,1.968720816473874,1.996260890845714,2.0019046656434156
1097.0,1.7239551923403904,1.8845240954220537,,,,1.7342556653373895,1.8866125603211799,1.9687208074075133,1.9962608873803336,2.001904659869976
1098.0,1.7239551780891187,1.8845240855787013,,,,1.7342556311327477,1.8866125289231352,1.9687207821957446,1.9962608622425506,2.0019046387787593
1099.0,1.7239551650126859,1.8845240779628378,,,,1.7342556028316225,1.886612510583115,1.9687207771593196,1.9962608627070677,2.001904638037245
1100.0,1.7239551525514885,1.8845240702369246,,,,1.7342555739141052,1.8866124859564048,1.9687207598725602,1.9962608467725584,2.0019046250494243
1101.0,1.7239551400951003,1.8845240630665079,,,,1.7342555477809003,1.886612467623278,1.9687207529352415,1.99626084446894,2.00190462225892
1102.0,1.7239551284449843,1.8845240570587383,,,,1.7342555209553059,1.8866124447524202,1.9687207377176466,1.9962608310472478,2.0019046107606417
1103.0,1.723955116451746,1.884524050539051,,,,1.7342554955757032,1.8866124253257632,1.9687207284493196,1.996260825785165,2.0019046053039977
1104.0,1.7239551056149591,1.8845240456008425,,,,1.7342554698347665,1.886612402847617,1.9687207134623708,1.996260812727622,2.0019045937067137
1105.0,1.7239550957565584,1.8845240414379727,,,,1.7342554464155784,1.8866123859206057,1.9687207075965998,1.9962608118142153,2.0019045922811154
1106.0,1.7239550877425214,1.8845240401382861,,,,1.7342554297906578,1.8866123791900895,1.9687207156470998,1.9962608259159578,2.0019046051864167
1107.0,1.7239550808392883,1.8845240392093054,,,,1.7342554155065044,1.8866123716257053,1.9687207177514492,1.9962608279903127,2.001904609150322
1108.0,1.7239550738166511,1.8845240360239668,,,,1.7342553980567197,1.8866123568002342,1.968720709254054,1.996260820424475,2.0019046035440176
1109.0,1.7239550651689062,1.8845240287378826,,,,1.7342553725514276,1.886612329856221,1.9687206853840753,1.9962607980781382,2.001904583453469
1110.0,1.72395505667338,1.8845240225009308,,,,1.734255347997628,1.8866123085506266,1.9687206714802237,1.9962607880707317,2.0019045727511386
1111.0,1.723955049478644,1.884524018558203,,,,1.7342553286326807,1.8866122946222081,1.9687206666704722,1.9962607867822806,2.001904570346386
1112.0,1.7239550437462037,1.8845240161850594,,,,1.7342553134993512,1.8866122851073985,1.968720666758394,1.9962607892448938,2.0019045728048575
1113.0,1.7239550389150804,1.8845240142487396,,,,1.7342553003366752,1.8866122770763347,1.9687206674608027,1.9962607912619181,2.0019045756012437
1114.0,1.723955034422973,1.88452401208611,,,,1.7342552873833585,1.886612268833284,1.9687206665271153,1.9962607917363018,2.0019045768125188
1115.0,1.7239550299638036,1.8845240094859026,,,,1.7342552741520056,1.8866122595966885,1.968720663451852,1.9962607900016058,2.0019045755529894
1116.0,1.7239550253872742,1.884524006599916,,,,1.7342552604208552,1.8866122494986943,1.9687206587416481,1.9962607864417503,2.0019045722552766
1117.0,1.723955020767058,1.8845240036400082,,,,1.734255246619157,1.8866122391233513,1.968720653360007,1.9962607821162903,2.0019045680098695
1118.0,1.7239550166227127,1.884524001447335,,,,1.7342552333659134,1.8866122295909928,1.9687206488706315,1.9962607786569084,2.001904564519864
1119.0,1.7239550126178154,1.884523999581046,,,,1.7342552233616162,1.8866122256155557,1.9687206520715113,1.9962607841706537,2.0019045690121864
1120.0,1.7239550090403355,1.884523997916788,,,,1.7342552131828075,1.8866122191344785,1.9687206500384948,1.9962607821640064,2.0019045680132295
1121.0,1.7239550057627167,1.8845239962167353,,,,1.734255202753944,1.8866122122319209,1.9687206467913192,1.9962607792559428,2.001904565549129
1122.0,1.7239550025891703,1.8845239944625942,,,,1.7342551927226637,1.8866122058269605,1.9687206442998668,1.9962607777436832,2.001904564054584
1123.0,1.723954999592831,1.8845239928060815,,,,1.7342551834072084,1.886612200184759,1.9687206422718673,1.996260776553282,2.001904562892026
1124.0,1.7239549969272394,1.8845239914675818,,,,1.7342551747150905,1.886612194863014,1.968720640325461,1.996260775388245,2.00190456188317
1125.0,1.7239549945997572,1.8845239907016698,,,,1.7342551685604688,1.8866121936841993,1.9687206440968144,1.996260780875924,2.001904566669608
1126.0,1.7239549924664805,1.8845239897561297,,,,1.7342551623429114,1.886612190550334,1.9687206439607379,1.9962607809614883,2.001904567463098
1127.0,1.7239549905578988,1.8845239889485357,,,,1.734255156167622,1.8866121873822514,1.9687206435387952,1.9962607811287925,2.0019045678399117
1128.0,1.7239549887715118,1.884523988194433,,,,1.734255150385634,1.8866121846179342,1.9687206438458493,1.9962607823459444,2.0019045689958768
1129.0,1.7239549870939446,1.884523987445638,,,,1.7342551447681076,1.886612181364145,1.9687206427809727,1.9962607817153248,2.0019045685734973
1130.0,1.723954985326354,1.8845239863525056,,,,1.73425513900768,1.8866121775387075,1.9687206407535225,1.9962607801206533,2.0019045671316213
1131.0,1.7239549836150991,1.8845239853248608,,,,1.7342551334780076,1.8866121739507031,1.9687206391942258,1.9962607791783058,2.001904566165955
1132.0,1.7239549821210591,1.8845239845515633,,,,1.7342551283392358,1.8866121705962098,1.9687206377381563,1.9962607782085908,2.001904565248206
1133.0,1.7239549807779306,1.8845239840100327,,,,1.7342551247286382,1.8866121696592026,1.968720639600122,1.9962607810493038,2.0019045676933747
1134.0,1.723954979589974,1.8845239834438168,,,,1.734255121144153,1.8866121677198384,1.9687206394415113,1.9962607810274138,2.001904568034864
1135.0,1.723954978551463,1.8845239829386609,,,,1.7342551176383747,1.8866121658203836,1.9687206391891123,1.9962607811282038,2.0019045682657888
1136.0,1.7239549776446597,1.8845239825722617,,,,1.7342551145157652,1.886612164474796,1.9687206397779373,1.9962607822734393,2.001904569339997
1137.0,1.7239549768549034,1.8845239823275461,,,,1.7342551119488827,1.886612163674013,1.968720640830342,1.9962607838240998,2.0019045708577146
1138.0,1.7239549761130895,1.8845239820599418,,,,1.7342551095287047,1.8866121627105712,1.9687206413785556,1.9962607846141007,2.001904571728091
1139.0,1.7239549754243089,1.8845239818069668,,,,1.7342551072046106,1.8866121616691185,1.9687206416458607,1.9962607851595406,2.001904572304228
1140.0,1.7239549747484442,1.8845239815162302,,,,1.7342551049263175,1.8866121605604282,1.9687206418045007,1.9962607856341807,2.00190457279559
1141.0,1.7239549741017637,1.8845239812237349,,,,1.7342551027188964,1.8866121594509317,1.9687206418124086,1.9962607858897028,2.0019045730617764
1142.0,1.7239549735227118,1.8845239809929009,,,,1.7342551006179163,1.8866121583243118,1.9687206416492649,1.9962607859281372,2.001904573117974
1143.0,1.7239549729526562,1.8845239806875134,,,,1.7342550986545802,1.8866121572652252,1.9687206415462295,1.9962607860415713,2.0019045732313314
1144.0,1.7239549724594876,1.8845239804582863,,,,1.734255096813385,1.8866121562533757,1.9687206413788438,1.99626078604865,2.0019045732646252
1145.0,1.723954972002354,1.8845239802243403,,,,1.7342550952328708,1.8866121555971056,1.9687206416223444,1.9962607865515327,2.001904573720244
1146.0,1.7239549716040992,1.884523980031162,,,,1.7342550937679797,1.886612154904793,1.9687206416831693,1.9962607867484086,2.00190457396645
1147.0,1.723954971255941,1.8845239798911892,,,,1.7342550926098392,1.8866121546095065,1.9687206421899661,1.9962607874425382,2.0019045746131265
1148.0,1.723954970922567,1.8845239796977369,,,,1.7342550914292207,1.886612154009914,1.968720642111658,1.9962607874114437,2.0019045746642967
1149.0,1.7239549706028239,1.8845239794942523,,,,1.734255090206901,1.8866121532877096,1.9687206418282035,1.9962607871950615,2.0019045744779325
1150.0,1.723954970287478,1.8845239792828168,,,,1.7342550889753299,1.8866121524910524,1.968720641419852,1.9962607868803977,2.001904574172221
1151.0,1.7239549699243368,1.8845239789777635,,,,1.7342550877135325,1.8866121516138932,1.9687206409326719,1.9962607865277155,2.0019045738336283
1152.0,1.723954969609847,1.8845239787809656,,,,1.7342550865492252,1.886612150864723,1.9687206405785798,1.9962607862810624,2.001904573580003
1153.0,1.7239549693167788,1.8845239786180346,,,,1.7342550857120107,1.8866121505979843,1.968720640866378,1.9962607867756503,2.001904573993487
1154.0,1.723954969067072,1.8845239785049412,,,,1.7342550849783418,1.8866121502975144,1.9687206410233042,1.9962607869939442,2.0019045742617103
1155.0,1.7239549689050269,1.884523978527414,,,,1.7342550845394924,1.8866121504733067,1.968720641774787,1.9962607879131982,2.001904575118695
1156.0,1.7239549687549205,1.884523978507787,,,,1.734255084156307,1.8866121505278732,1.9687206422547106,1.9962607884389367,2.0019045756923255
1157.0,1.7239549686672337,1.8845239785839913,,,,1.734255083838159,1.8866121506714812,1.9687206428138377,1.9962607891037867,2.0019045763579992
1158.0,1.7239549685742936,1.8845239786056764,,,,1.7342550835452872,1.886612150752844,1.96872064321319,1.9962607895968465,2.0019045768547343
1159.0,1.7239549684823963,1.8845239786151018,,,,1.7342550831710029,1.8866121506448965,1.9687206433406483,1.9962607897833515,2.001904577066684
1160.0,1.7239549683959434,1.884523978621519,,,,1.734255082801318,1.8866121505242006,1.9687206434461262,1.996260789964472,2.001904577237025
1161.0,1.7239549682815012,1.8845239785590118,,,,1.7342550823576985,1.8866121502275508,1.9687206432933053,1.9962607898496971,2.0019045771428474
1162.0,1.7239549681859079,1.8845239785289816,,,,1.7342550819268878,1.8866121499462567,1.9687206431696862,1.996260789786473,2.001904577073933
1163.0,1.723954968097082,1.884523978481237,,,,1.7342550815122777,1.886612149656752,1.9687206430178008,1.9962607896691429,2.001904576961511
1164.0,1.723954967989374,1.8845239783786891,,,,1.734255081112094,1.8866121493673818,1.9687206428588608,1.9962607895421898,2.001904576841055
1165.0,1.7239549679034347,1.8845239783096088,,,,1.7342550807385972,1.8866121490958474,1.9687206427094,1.9962607894202349,2.00190457672843
1166.0,1.7239549678280643,1.884523978236413,,,,1.7342550804033965,1.8866121488623735,1.9687206425923907,1.9962607893290347,2.0019045766432964
1167.0,1.7239549677573152,1.8845239781630563,,,,1.734255080111216,1.886612148672235,1.9687206425173194,1.9962607892798565,2.001904576596737
1168.0,1.723954967690745,1.8845239781048413,,,,1.7342550799104846,1.8866121486227736,1.9687206426261112,1.9962607894397746,2.001904576734625
1169.0,1.7239549676319228,1.8845239780570924,,,,1.7342550797368639,1.886612148561753,1.9687206426904515,1.996260789513701,2.001904576821234
1170.0,1.7239549675803871,1.8845239780227268,,,,1.7342550795853906,1.8866121485275866,1.968720642774445,1.9962607896164046,2.0019045769254245
1171.0,1.7239549675343886,1.8845239780023522,,,,1.7342550794568212,1.8866121485143985,1.9687206428716912,1.9962607897341196,2.0019045770397463
1172.0,1.7239549674931767,1.8845239779944754,,,,1.7342550793476694,1.8866121485162686,1.968720642976473,1.9962607898592273,2.0019045771596877
1173.0,1.7239549674571184,1.8845239779971124,,,,1.7342550792538112,1.886612148527846,1.9687206430827937,1.9962607899853382,2.0019045772813895
1174.0,1.7239549674263854,1.8845239780074925,,,,1.7342550791720495,1.8866121485444376,1.968720643185549,1.996260790107736,2.001904577400734
1175.0,1.723954967400966,1.8845239780228278,,,,1.7342550791001803,1.8866121485623881,1.9687206432807736,1.9962607902227245,2.0019045775140993
1176.0,1.7239549673809889,1.8845239780403726,,,,1.734255079035303,1.8866121485794438,1.9687206433660545,1.9962607903274519,2.0019045776185087
1177.0,1.7239549673661316,1.8845239780578749,,,,1.734255078975763,1.8866121485941005,1.9687206434399485,1.9962607904199587,2.001904577711775
1178.0,1.7239549673557795,1.8845239780736716,,,,1.7342550789209505,1.8866121486035876,1.9687206435011222,1.996260790499432,2.001904577792594
1179.0,1.7239549673491439,1.8845239780865337,,,,1.734255078869872,1.8866121486073584,1.9687206435497466,1.9962607905652991,2.0019045778598805
1180.0,1.7239549673453363,1.884523978095618,,,,1.734255078821868,1.886612148604673,1.9687206435862263,1.9962607906167893,2.001904577912989
1181.0,1.7239549673432841,1.8845239781004706,,,,1.734255078775996,1.8866121485953145,1.9687206436106912,1.9962607906538685,2.0019045779516427
1182.0,1.723954967342081,1.8845239781011105,,,,1.7342550787317346,1.8866121485797243,1.968720643624389,1.9962607906775065,2.00190457797643
1183.0,1.723954967340902,1.884523978097818,,,,1.7342550786883442,1.8866121485587055,1.968720643628545,1.9962607906887322,2.001904577988344
1184.0,1.7239549673390728,1.8845239780911305,,,,1.7342550786455349,1.886612148533173,1.9687206436244558,1.9962607906889123,2.001904577988774
1185.0,1.7245672132379837,1.8851052403044544,,,,1.7341651676642313,1.8864309831442605,1.9684386246461598,1.99594264178129,2.0016172971343313
1186.0,1.724940826203973,1.8851538350735035,,,,1.734027523604378,1.8862764265240302,1.9683716075972562,1.995899179777505,2.0015445349285486
1187.0,1.7251154455997169,1.8850310383326265,,,,1.7338616504616269,1.8861015457663888,1.9684013710668327,1.995981452987853,2.001607200740622
1188.0,1.7252864685007743,1.8849865386603772,,,,1.7336359498567133,1.8858578816538503,1.968408886341075,1.996069786549545,2.0016946075460784
1189.0,1.7256379147669272,1.885040948304328,,,,1.7333399798051705,1.8855436714735663,1.968405498125141,1.9961889679537523,2.001821516287089
1190.0,1.7262829407889528,1.8851292904801165,,,,1.7329812016241257,1.8851686778830163,1.9684101522849615,1.9963489460337036,2.0019862523019514
1191.0,1.7272578769393574,1.8850507388650017,,,,1.7325627129020953,1.8847294716970155,1.9684313778715157,1.9965421209093803,2.0021813929071293
1192.0,1.7285405195570727,1.8846967806500792,,,,1.7320864379911374,1.8842327171225624,1.968475333615315,1.9967582887599538,2.002394832693696
1193.0,1.730050071705949,1.883990335858827,,,,1.7315517435643744,1.883681435058358,1.9685460505513102,1.9969868345144302,2.0026167583650283
1194.0,1.7316456259564883,1.8829909345993399,,,,1.7309583811380973,1.8830938426180635,1.9686462578336432,1.9972218577514327,2.0028442799173383
1195.0,1.7331950230606896,1.881839817214342,,,,1.730307236450188,1.8824920192972916,1.9687753873161584,1.9974624668861183,2.003083350892481
1196.0,1.7345535174662368,1.8806960847586929,,,,1.7296040144276006,1.881909945529483,1.968923572581382,1.997702127754058,2.003334854335045
1197.0,1.7356442532287928,1.8796671435072532,,,,1.728855081779796,1.88136657619564,1.969075440314807,1.9979379623007496,2.0036052852241846
1198.0,1.7364230127324023,1.878819386765172,,,,1.7280666742357997,1.8808873202621808,1.9692073637055643,1.9981604025125148,2.003888713648131
1199.0,1.73691186830234,1.8781923522643447,,,,1.7272509135819114,1.8804906000445278,1.9693070837859743,1.9983693936287437,2.004181134420135
1200.0,1.7371568398725898,1.8777686544128085,,,,1.7264239123741194,1.880191036594506,1.969369563436244,1.9985672844332667,2.0044768016718963
1201.0,1.7372241703788776,1.8775070849491824,,,,1.7256064531408022,1.8799940302622955,1.9693926850763257,1.9987529693190984,2.004765870820319
1202.0,1.7371814536180457,1.8773621863254406,,,,1.72481973179159,1.8798926442294968,1.9693772937688538,1.9989257083665373,2.0050376551858755
1203.0,1.7370748271957903,1.8772922706278465,,,,1.7240865493374158,1.8798775362707285,1.9693311435657164,1.9990845113188067,2.005283258027459
1204.0,1.7369496658122894,1.8772642655197531,,,,1.7234285761839132,1.8799277418687788,1.9692615737414876,1.999228561953649,2.0054966441287343
1205.0,1.736833421841569,1.8772550514947213,,,,1.72286377103697,1.8800186564824584,1.9691729009583727,1.9993561544092031,2.005674700759312
1206.0,1.7367403715978567,1.8772519363768427,,,,1.7224067067399638,1.8801246140199945,1.9690718260680093,1.9994649384668852,2.0058167974602905
1207.0,1.7366755742884572,1.8772496082784866,,,,1.7220673743736281,1.88022343742391,1.968966726366502,1.9995545820150602,2.005926736448793
1208.0,1.736636215474351,1.8772462699350991,,,,1.7218498435004377,1.8802951594768307,1.9688628755703452,1.999624885308822,2.0060078104652925
1209.0,1.736617788439929,1.8772420413682334,,,,1.7217523095606397,1.8803282696739378,1.9687646590418915,1.9996768792068567,2.006064020761496
1210.0,1.7366151489678217,1.8772376843503964,,,,1.721768500180716,1.88031814500233,1.9686735519050116,1.9997110180867859,2.006099591657213
1211.0,1.7366232896730067,1.8772339462646606,,,,1.721889461455543,1.8802649394585704,1.9685923532685314,1.99973088126448,2.0061192816652764
1212.0,1.7366368011077347,1.8772314577575977,,,,1.7220998639306528,1.8801647840950093,1.9685152035342428,1.9997341135475502,2.006123383979329
1213.0,1.7366536237006407,1.8772296560235988,,,,1.722383193288656,1.880030445474866,1.9684477101351971,1.9997281422400868,2.0061172992871237
1214.0,1.7366710372827021,1.8772297437476282,,,,1.7227251823136787,1.8798632892718357,1.9683839430914591,1.999711032580024,2.0061018220228446
1215.0,1.7366884325359035,1.8772310114759998,,,,1.7231088642264254,1.8796730014266012,1.9683235347797723,1.9996865252857594,2.006080013515412
1216.0,1.7367048802222813,1.877232821802735,,,,1.7235194847142297,1.879467929658648,1.9682638921567774,1.99965400531352,2.006051760275365
1217.0,1.7367201824002616,1.877235673100607,,,,1.7239444134599844,1.879258613515336,1.9682066379261391,1.9996179042404392,2.0060209325611735
1218.0,1.7367342048214467,1.8772387651717177,,,,1.7243729010914322,1.8790496729925117,1.9681494534364465,1.9995768749906504,2.0059861430907375
1219.0,1.7367470808851193,1.877241947947775,,,,1.724796725839839,1.878846460927579,1.9680923674536728,1.9995329073480796,2.0059486323594893
1220.0,1.7367588471841504,1.877244866402099,,,,1.7252096281756557,1.8786530901322274,1.9680360595317392,1.999487414354672,2.0059095491633974
1221.0,1.7367697064711096,1.8772485492438076,,,,1.7256065728097498,1.8784733642628622,1.9679822955997905,1.9994437108650551,2.0058718483735953
1222.0,1.7367798236726304,1.8772510681476193,,,,1.725985314431353,1.878305603960913,1.9679256098456084,1.999395765329055,2.0058296916834975
