"Iteration","Uz_up1: Uz_up1 (m/s)","Uz_up2: Uz_up2 (m/s)","Uz_up3: Uz_up3 (m/s)","Uz_up4: Uz_up4 (m/s)","Uz_up5: Uz_up5 (m/s)","Uz_down1: Uz_down1 (m/s)","Uz_down2: Uz_down2 (m/s)","Uz_down3: Uz_down3 (m/s)","Uz_down4: Uz_down4 (m/s)","Uz_down5: Uz_down5 (m/s)"
139.0,7.924595771031678E-5,3.637514444528412E-5,,,,1.4301593327821892E-4,1.0605608603650263E-4,4.291689248028688E-5,1.7673781943393595E-5,5.830733778637842E-6
140.0,7.849168745006735E-5,3.6065219466779556E-5,,,,1.4216963500873409E-4,1.0549136861897132E-4,4.271240635737293E-5,1.7594284296703483E-5,5.8045052450926836E-6
141.0,7.773739680115387E-5,3.572916553966337E-5,,,,1.4133787699918349E-4,1.0492994543012736E-4,4.2507280238832775E-5,1.7514891171537246E-5,5.779178211557692E-6
142.0,7.699509467339269E-5,3.54245399381476E-5,,,,1.4050196957898987E-4,1.0437014836937254E-4,4.230482494950039E-5,1.7436256796185492E-5,5.7532846282996694E-6
143.0,7.62541989802654E-5,3.509336890838799E-5,,,,1.3968077354248958E-4,1.0381384242522898E-4,4.2101103383910464E-5,1.735736206716985E-5,5.728095133192639E-6
144.0,7.55250888924472E-5,3.479368246358537E-5,,,,1.3885544033669168E-4,1.0325873004490127E-4,4.1900188371990256E-5,1.7279287576091648E-5,5.7023113108606644E-6
145.0,7.47959054797436E-5,3.446697168538405E-5,,,,1.380450103491612E-4,1.0270752405307054E-4,4.169880318809673E-5,1.720127665526828E-5,5.677340156021893E-6
146.0,7.407999468468947E-5,3.417247313706108E-5,,,,1.372317030370265E-4,1.021577685035311E-4,4.1499177033491806E-5,1.7123524983704676E-5,5.651655931372086E-6
147.0,7.336405027245109E-5,3.385089389017621E-5,,,,1.3643372909148119E-4,1.016118925625992E-4,4.129885045434701E-5,1.7045719993614564E-5,5.626710848810465E-6
148.0,7.266105797643703E-5,3.356139230183289E-5,,,,1.3563151992063935E-4,1.010676712033284E-4,4.1100503712636126E-5,1.696844136997051E-5,5.60114900479491E-6
149.0,7.195771842331142E-5,3.3245184038658856E-5,,,,1.348433973274499E-4,1.0052675423383898E-4,4.0900704479198045E-5,1.6890836492116645E-5,5.576270031301846E-6
150.0,7.126735657830065E-5,3.296138575423491E-5,,,,1.3405098724672532E-4,9.998691343931899E-5,4.0703096611741535E-5,1.681367485582433E-5,5.550664172851331E-6
151.0,7.057654647520443E-5,3.265010168824801E-5,,,,1.3327276928138708E-4,9.945062227085228E-5,4.050441113288846E-5,1.6736330840110038E-5,5.525809230376096E-6
152.0,6.989782724633298E-5,3.237088221137197E-5,,,,1.3248924518262974E-4,9.891577546731215E-5,4.03085202614409E-5,1.665998518145156E-5,5.500574811556587E-6
153.0,6.921997197374226E-5,3.2063968450984826E-5,,,,1.317213147349441E-4,9.838472940492601E-5,4.011141792450865E-5,1.6583427032370765E-5,5.4760659699713804E-6
154.0,6.855359139135202E-5,3.178927435328164E-5,,,,1.3094794719802386E-4,9.785478815702063E-5,3.991660030102082E-5,1.6507386693375572E-5,5.450861405426823E-6
155.0,6.788797369682928E-5,3.148783281621994E-5,,,,1.3018969915793642E-4,9.73288151608793E-5,3.972167265017645E-5,1.6431410599261066E-5,5.426461377451538E-6
156.0,6.723383765369663E-5,3.121779375643818E-5,,,,1.2942598525345387E-4,9.680416581567638E-5,3.952885464782534E-5,1.6356168738550883E-5,5.401485193698648E-6
157.0,6.658049629291334E-5,3.092133050271077E-5,,,,1.2867718837825869E-4,9.628321325842413E-5,3.933528039639809E-5,1.628064421620973E-5,5.377291013833474E-6
158.0,6.593869747906755E-5,3.065618657616615E-5,,,,1.2792242837756816E-4,9.576321428990544E-5,3.914440181390169E-5,1.6206201583913492E-5,5.352743333485201E-6
159.0,6.529765885840012E-5,3.0363891308907374E-5,,,,1.2718275826491298E-4,9.524670836797585E-5,3.8952051459938106E-5,1.6131109866300155E-5,5.3288050138862506E-6
160.0,6.466764040123924E-5,3.0102958137892083E-5,,,,1.2643749766873784E-4,9.473077753080334E-5,3.876232334802915E-5,1.6056916259305736E-5,5.3041673256747514E-6
161.0,6.403783955548868E-5,2.9815202098271517E-5,,,,1.2570693819484989E-4,9.421887822018814E-5,3.8571719912868184E-5,1.5982328735283505E-5,5.280271570634746E-6
162.0,6.341934751176025E-5,2.9558719091571997E-5,,,,1.249709237171067E-4,9.370879085216589E-5,3.838348481520401E-5,1.5908743597599935E-5,5.255961878663285E-6
163.0,6.280047400257158E-5,2.927554472405355E-5,,,,1.242495529317864E-4,9.32019707613049E-5,3.819433180213434E-5,1.5834597641883384E-5,5.232184776299418E-6
164.0,6.21929365668132E-5,2.902345963707956E-5,,,,1.2352231248521776E-4,9.269677395646514E-5,3.8008099938957594E-5,1.576144159631856E-5,5.20815026461517E-6
165.0,6.158560170120674E-5,2.8744395725859018E-5,,,,1.228098672163971E-4,9.219455637939092E-5,3.7820129777192865E-5,1.5687666103441028E-5,5.184560427224354E-6
166.0,6.098902543743549E-5,2.849702640711835E-5,,,,1.2209171735558472E-4,9.169362904476118E-5,3.7635006504130216E-5,1.5614629940176465E-5,5.160500538880763E-6
167.0,6.0392470151692304E-5,2.8223143562161007E-5,,,,1.2138814588252055E-4,9.119612974978496E-5,3.7449420720477195E-5,1.5541744715311004E-5,5.137111847233818E-6
168.0,5.980662779187424E-5,2.798000416092028E-5,,,,1.2067869220621971E-4,9.070078240934662E-5,3.72662934161245E-5,1.546957165618489E-5,5.113423806558293E-6
169.0,5.9221654251939464E-5,2.77109340479429E-5,,,,1.1998413447721946E-4,9.020838908235684E-5,3.7081881505603856E-5,1.5397109809751263E-5,5.090159054213419E-6
170.0,5.864648889363006E-5,2.7472474172138935E-5,,,,1.1928344543663948E-4,8.971760918557046E-5,3.690019449674593E-5,1.532546139159693E-5,5.066652816448877E-6
171.0,5.8071585417228115E-5,2.7206917504951084E-5,,,,1.1859722503112693E-4,8.9229738156337E-5,3.671681750510627E-5,1.525340358463526E-5,5.0435355828301615E-6
172.0,5.7506818490295507E-5,2.6972991035826325E-5,,,,1.1790496014781195E-4,8.874333526050019E-5,3.653667069220686E-5,1.5182202244001417E-5,5.020147922356129E-6
173.0,5.6942451425498346E-5,2.6711459384912376E-5,,,,1.1722750456514035E-4,8.826041573766573E-5,3.635511247738278E-5,1.5110827469736973E-5,4.997286557354079E-6
174.0,5.638790361521011E-5,2.648172880867682E-5,,,,1.1654341120243328E-4,8.777865215044186E-5,3.617617540333417E-5,1.5039963781747551E-5,4.973926013996766E-6
175.0,5.582920902766729E-5,2.6226209394464722E-5,,,,1.1586835019650532E-4,8.729907485868298E-5,3.5996195608972093E-5,1.4968542790605854E-5,4.951424128530655E-6
176.0,5.528757265146912E-5,2.5996983451099948E-5,,,,1.1519607450640751E-4,8.682310160385085E-5,3.581796780286224E-5,1.4898109477313583E-5,4.927878058220385E-6
177.0,5.474342971822201E-5,2.5745928499298103E-5,,,,1.1453448288108383E-4,8.634893679298683E-5,3.563966719354598E-5,1.4827575122522298E-5,4.905139312779377E-6
178.0,5.420956920721849E-5,2.5524881350701068E-5,,,,1.1386695652182348E-4,8.58769649265183E-5,3.546430648217925E-5,1.4758320999149641E-5,4.882417895654306E-6
179.0,5.367178206903947E-5,2.527715828722126E-5,,,,1.1320856912812912E-4,8.540674371375676E-5,3.5286574285254585E-5,1.468797285873427E-5,4.8603385857678375E-6
180.0,5.315019695052238E-5,2.5056618355788318E-5,,,,1.1255221619631147E-4,8.493949892135694E-5,3.511118403363169E-5,1.4618850952335114E-5,4.837293169526721E-6
181.0,5.262575204787662E-5,2.481243582780604E-5,,,,1.1190706377656406E-4,8.447468269329493E-5,3.4936075070403126E-5,1.4549683460023308E-5,4.8151453904450815E-6
182.0,5.211064583614399E-5,2.4599008783075815E-5,,,,1.1125558922587064E-4,8.401197725211962E-5,3.476345106893146E-5,1.4481461419823945E-5,4.792723961034338E-6
183.0,5.15918917035967E-5,2.4359386875644742E-5,,,,1.1061316374796723E-4,8.355079044945278E-5,3.458875627417845E-5,1.4412105910169744E-5,4.770908712454733E-6
184.0,5.108881144577774E-5,2.414707190975195E-5,,,,1.0997290540885943E-4,8.309302169533098E-5,3.44164183169215E-5,1.43439865973388E-5,4.748225626713262E-6
185.0,5.058306192520378E-5,2.3911027396217146E-5,,,,1.0934321612619025E-4,8.263737029036571E-5,3.4244209234949224E-5,1.4275839836221505E-5,4.726323049631496E-6
186.0,5.008642272605805E-5,2.3706003226114776E-5,,,,1.087074554275041E-4,8.218384131378938E-5,3.407478754635008E-5,1.4208868035538343E-5,4.704413227279125E-6
187.0,4.9586212557404304E-5,2.3474423179033827E-5,,,,1.0808061600440552E-4,8.17319541063777E-5,3.39032027085714E-5,1.4140684751774234E-5,4.682957348617873E-6
188.0,4.910087821820301E-5,2.32695322981512E-5,,,,1.0745533203100917E-4,8.128306856466015E-5,3.373398016292781E-5,1.4073853143117654E-5,4.6607219227369845E-6
189.0,4.861312280926071E-5,2.304116492512954E-5,,,,1.0684062939206767E-4,8.083624728464202E-5,3.3564399373131604E-5,1.4006606623203805E-5,4.639098856325035E-6
190.0,4.813402145979314E-5,2.2843576938816923E-5,,,,1.0621970318321385E-4,8.039141966152033E-5,3.339800527180753E-5,1.3940650660873063E-5,4.6175154878834175E-6
191.0,4.7651513379849274E-5,2.261930780472987E-5,,,,1.0560752302670346E-4,7.994819580818991E-5,3.322884393501881E-5,1.3873408897460393E-5,4.59627421365982E-6
192.0,4.718348380607732E-5,2.2421195912241265E-5,,,,1.0499675577255818E-4,7.950798929728446E-5,3.306249889812106E-5,1.3807505553010256E-5,4.574239138981655E-6
193.0,4.671291969248252E-5,2.2200108022580275E-5,,,,1.0439678322192645E-4,7.907022407590246E-5,3.2896017977713697E-5,1.3741373771970107E-5,4.552895863232987E-6
194.0,4.625176684779501E-5,2.200999854812749E-5,,,,1.0379075711443967E-4,7.863430014064334E-5,3.273248160944992E-5,1.3676219294339124E-5,4.5315058147795395E-6
195.0,4.578632960935831E-5,2.1793148765399277E-5,,,,1.0319293812924372E-4,7.819986111131947E-5,3.2565964186405715E-5,1.360999838016641E-5,4.510611487240404E-6
196.0,4.533572680461263E-5,2.1602798588743193E-5,,,,1.0259638530170037E-4,7.776834395780667E-5,3.240265821517934E-5,1.3545037289857039E-5,4.488859215506352E-6
197.0,4.487941504093435E-5,2.139103309900439E-5,,,,1.0200593185152613E-4,7.733801961875051E-5,3.223819956739929E-5,1.3479365883825945E-5,4.467883841842452E-6
198.0,4.443711238052984E-5,2.1204103659573755E-5,,,,1.0141679677252988E-4,7.69111360357572E-5,3.2076468275304616E-5,1.3415140076914321E-5,4.446400346199851E-6
199.0,4.398873973818616E-5,2.0995303184461797E-5,,,,1.0083318425024599E-4,7.648522842821875E-5,3.191324509546178E-5,1.3350187640289797E-5,4.425721988540855E-6
200.0,4.355441722753396E-5,2.0811895818578294E-5,,,,1.0025097281183612E-4,7.606249550826503E-5,3.175291435855546E-5,1.3286511317245756E-5,4.404387570929351E-6
201.0,4.3114397944357616E-5,2.0606849473315246E-5,,,,9.967437542407695E-5,7.564066463408026E-5,3.159076521523945E-5,1.3221900267946865E-5,4.383794317147725E-6
202.0,4.268779821103596E-5,2.0427011280114137E-5,,,,9.909902869341251E-5,7.522228270596899E-5,3.143196935068849E-5,1.3158625187530985E-5,4.362558143258782E-6
203.0,4.225611097520545E-5,2.0225458428545525E-5,,,,9.852945049780798E-5,7.480493272503645E-5,3.127173005510574E-5,1.3094720453387356E-5,4.342127900361966E-6
204.0,4.183731382209442E-5,2.004849676523933E-5,,,,9.796093375209843E-5,7.439106240063848E-5,3.1114495948337107E-5,1.3032029409373482E-5,4.3211237148924325E-6
205.0,4.141340326705158E-5,1.9850380814039646E-5,,,,9.73976946582775E-5,7.397769485399174E-5,3.095548600971966E-5,1.2968544179989228E-5,4.300882562427291E-6
206.0,4.1001967429911675E-5,1.967631608555662E-5,,,,9.683584450414834E-5,7.356810006874662E-5,3.0799572210195325E-5,1.2906337639058478E-5,4.280031649490738E-6
207.0,4.058607151714609E-5,1.948210079273773E-5,,,,9.6278915649872E-5,7.315833156994695E-5,3.06419215918516E-5,1.2843200130140137E-5,4.25984129567362E-6
208.0,4.018240840923892E-5,1.931173303675592E-5,,,,9.572368698460698E-5,7.275316850743591E-5,3.0487371895535835E-5,1.278144139030618E-5,4.239152664704655E-6
209.0,3.977388366134351E-5,1.9119895449082573E-5,,,,9.517366191992674E-5,7.234795721686034E-5,3.0331372667915456E-5,1.2719008801650884E-5,4.219269290035732E-6
210.0,3.937750316518806E-5,1.8952403784204597E-5,,,,9.4624936744071E-5,7.194696709231409E-5,3.017812075173306E-5,1.2657690241549428E-5,4.1987448754578E-6
211.0,3.8976788528100367E-5,1.8764253266702314E-5,,,,9.40810950066794E-5,7.154569145925591E-5,3.002302489496539E-5,1.2595459467064107E-5,4.178858523283516E-6
212.0,3.858739611284176E-5,1.859938764526966E-5,,,,9.353836236649052E-5,7.114843490447771E-5,2.9871021924542218E-5,1.2534687555691877E-5,4.158565840705057E-6
213.0,3.8193881016188584E-5,1.841438417072906E-5,,,,9.300071025969214E-5,7.07510224356646E-5,2.9717226665039352E-5,1.2473073370324689E-5,4.1389688019524965E-6
214.0,3.78117148675652E-5,1.8252546334394836E-5,,,,9.246441341491881E-5,7.03576820139284E-5,2.9566721786038318E-5,1.241278556540723E-5,4.1188703140648024E-6
215.0,3.7425552883996914E-5,1.807092104807896E-5,,,,9.193313059644302E-5,6.996442864492096E-5,2.9414559474117902E-5,1.2351779375638138E-5,4.0994568987143E-6
216.0,3.705039109978251E-5,1.7911939226253336E-5,,,,9.14030258139769E-5,6.95753738848027E-5,2.9265541824189135E-5,1.2292067667306305E-5,4.079567425991918E-6
217.0,3.6671342562189974E-5,1.773324297060738E-5,,,,9.087787851992543E-5,6.91859979971508E-5,2.911421805045282E-5,1.2231422398595429E-5,4.060308799040443E-6
218.0,3.630297992822565E-5,1.7577319299730883E-5,,,,9.035387194051842E-5,6.880062306872234E-5,2.8966360356383104E-5,1.2172038970258926E-5,4.0405181394506465E-6
219.0,3.593047762304237E-5,1.7401858367529282E-5,,,,8.98346782491175E-5,6.841509189310971E-5,2.8816840811186968E-5,1.211202081968143E-5,4.021406166771555E-6
220.0,3.556884897026721E-5,1.7248836117086427E-5,,,,8.931654863113194E-5,6.803391376845655E-5,2.8670637048055592E-5,1.205337916047538E-5,4.00193060346933E-6
221.0,3.520371517345916E-5,1.7076227493355223E-5,,,,8.880369872657311E-5,6.765251064376184E-5,2.8522179963160455E-5,1.199390436126761E-5,3.983089571354904E-6
222.0,3.4848719336885985E-5,1.6925621460976516E-5,,,,8.829158047184117E-5,6.727500382041586E-5,2.837714604056799E-5,1.1935517062981344E-5,3.96366847189939E-6
223.0,3.4490289258774035E-5,1.675607051902786E-5,,,,8.778440186766683E-5,6.689703160286511E-5,2.8229855159439684E-5,1.187629134805569E-5,3.9448093253330675E-6
224.0,3.4142255171607964E-5,1.6608641737885628E-5,,,,8.727802810226466E-5,6.65231410929819E-5,2.808613631504518E-5,1.1818425773930643E-5,3.925596681788272E-6
225.0,3.379044933283483E-5,1.644171261369754E-5,,,,8.677713151960116E-5,6.614945635499023E-5,2.7940461441986946E-5,1.1760011197676181E-5,3.9070710788720735E-6
226.0,3.3449056080681634E-5,1.6297246074715593E-5,,,,8.627623663818616E-5,6.577921068482971E-5,2.7798207471996052E-5,1.1702876954219771E-5,3.8880834924173974E-6
227.0,3.310365927636883E-5,1.613315440279614E-5,,,,8.57810598282543E-5,6.540921128121977E-5,2.7653313489196923E-5,1.1644744299522804E-5,3.86962316805759E-6
228.0,3.2768482770939174E-5,1.599123031076017E-5,,,,8.528582028830044E-5,6.504255385002508E-5,2.751225231168282E-5,1.1587997981138073E-5,3.850802367632349E-6
229.0,3.2429650483210926E-5,1.583039862579199E-5,,,,8.479617124068463E-5,6.467618601682552E-5,2.7368402348659336E-5,1.1530247706084534E-5,3.832461362616699E-6
230.0,3.210077349697526E-5,1.5691118143976867E-5,,,,8.430664336786953E-5,6.431323604699341E-5,2.7228725880822715E-5,1.1473985943277396E-5,3.8138180994732372E-6
231.0,3.17680871809016E-5,1.553286055538457E-5,,,,8.382256331648483E-5,6.395077243157895E-5,2.708640006709691E-5,1.1416848646847549E-5,3.7956940158514357E-6
232.0,3.144561274035064E-5,1.5396086857124564E-5,,,,8.333850527596722E-5,6.359164430583875E-5,2.6947937214812778E-5,1.1361035729315643E-5,3.7772077307698004E-6
233.0,3.111963069857933E-5,1.524102203016251E-5,,,,8.285981081789358E-5,6.323278017324878E-5,2.6806556629018577E-5,1.1304234105784861E-5,3.7591574452957242E-6
234.0,3.080335034640313E-5,1.5107147209325556E-5,,,,8.238105039367034E-5,6.287751482006717E-5,2.6669650096032025E-5,1.1249000151414868E-5,3.740877864141127E-6
235.0,3.0483825253113255E-5,1.4954661520304097E-5,,,,8.190816641929717E-5,6.25225755313744E-5,2.6529803539855263E-5,1.1192846653616228E-5,3.723016500361435E-6
236.0,3.0173198439841823E-5,1.4822737786226494E-5,,,,8.143508758437726E-5,6.217090071549443E-5,2.639399050445648E-5,1.113803011604625E-5,3.7047364852011313E-6
237.0,2.985916870573122E-5,1.4672477047113937E-5,,,,8.096720183596085E-5,6.18191943376776E-5,2.6255336846668606E-5,1.1082308996397403E-5,3.686973294957199E-6
238.0,2.9554598918223188E-5,1.4543179551937296E-5,,,,8.049942097591322E-5,6.147105683644212E-5,2.6120598761704752E-5,1.1027918347957061E-5,3.668669157463133E-6
239.0,2.9246936106506138E-5,1.4395791037333364E-5,,,,8.003701587297159E-5,6.11229992408688E-5,2.5983250522445926E-5,1.0972713877181602E-5,3.6509306036137895E-6
240.0,2.894810877992175E-5,1.426878102866997E-5,,,,7.957453795458778E-5,6.077870653130785E-5,2.5850103141538816E-5,1.091907217485936E-5,3.6329101741351427E-6
241.0,2.864636703854497E-5,1.4123870313190597E-5,,,,7.91174742420674E-5,6.04342685473186E-5,2.5713836215807914E-5,1.0864386175346691E-5,3.615312537880236E-6
242.0,2.8353263239065058E-5,1.3999195452377837E-5,,,,7.866024930693547E-5,6.009344221525585E-5,2.5581687722600996E-5,1.0811095585862666E-5,3.597338850872873E-6
243.0,2.805700041253253E-5,1.3855990409995063E-5,,,,7.820829357189094E-5,5.975241522975824E-5,2.5446538578164393E-5,1.0756836179521102E-5,3.5799092213298157E-6
244.0,2.776959117912242E-5,1.3734092569536371E-5,,,,7.775622756034878E-5,5.941500373766839E-5,2.531548704944768E-5,1.0703928606846907E-5,3.562043953180313E-6
245.0,2.7479574481672844E-5,1.359422692296442E-5,,,,7.730958210017878E-5,5.907772726250535E-5,2.5181835651349816E-5,1.0650158374514073E-5,3.5446831540026366E-6
246.0,2.7198125401497183E-5,1.3474751630785576E-5,,,,7.686295414876255E-5,5.874401305208058E-5,2.5052148669477316E-5,1.0597715394907424E-5,3.5270210180092827E-6
247.0,2.6912872854735033E-5,1.333637890479667E-5,,,,7.642120883667376E-5,5.841018331673165E-5,2.4919841232372908E-5,1.0544481509182528E-5,3.509902047827089E-6
248.0,2.6636450540554077E-5,1.3219197285746486E-5,,,,7.597929337059542E-5,5.8079871653516595E-5,2.4791466278841385E-5,1.0492608623215833E-5,3.492470748803749E-6
249.0,2.635736790723444E-5,1.3084086147427305E-5,,,,7.554277302399391E-5,5.7749255356561355E-5,2.465987702330182E-5,1.0439734371853148E-5,3.475535134096017E-6
250.0,2.6086107009815743E-5,1.296935759003917E-5,,,,7.510582450234389E-5,5.742208683763617E-5,2.45325183529536E-5,1.038822714045254E-5,3.458109969655473E-6
251.0,2.581209222794373E-5,1.2836308832737775E-5,,,,7.467425481662812E-5,5.7094818211585134E-5,2.440224887241084E-5,1.0335761232204523E-5,3.4412259868900396E-6
252.0,2.554333041394496E-5,1.2713449805189652E-5,,,,7.424462855988502E-5,5.676932544799856E-5,2.4274327098861064E-5,1.0284257918818601E-5,3.42392044423216E-6
253.0,2.5277131161504155E-5,1.259210177824091E-5,,,,7.381704309934198E-5,5.644593024600725E-5,2.414698331254411E-5,1.0232856003906432E-5,3.406947174932797E-6
254.0,2.5013362548643856E-5,1.2471733300526985E-5,,,,7.339134238288885E-5,5.612448158931386E-5,2.4020275251414797E-5,1.0181585943529576E-5,3.3901067068176285E-6
255.0,2.475207185977377E-5,1.2352595617341374E-5,,,,7.296759825647087E-5,5.5804837862853144E-5,2.389423206206461E-5,1.013058805487466E-5,3.373336553387339E-6
256.0,2.449312117246014E-5,1.2234551674304151E-5,,,,7.254601764297269E-5,5.5486869704601844E-5,2.3768608248627992E-5,1.0079860971715381E-5,3.3565928500360513E-6
257.0,2.423675104897812E-5,1.2117610835542855E-5,,,,7.212676330700596E-5,5.517057951933278E-5,2.3643693418472714E-5,1.002926260250278E-5,3.339955814672813E-6
258.0,2.398303669566123E-5,1.2002011346716428E-5,,,,7.170997264734683E-5,5.4855972882078395E-5,2.3519537101222994E-5,9.978892428145566E-6,3.3234203187735956E-6
259.0,2.3731754326697392E-5,1.1887461362061756E-5,,,,7.129551714412684E-5,5.454257600814069E-5,2.3395590230711662E-5,9.92864471541121E-6,3.3069282975690944E-6
260.0,2.3482823552724602E-5,1.1773870334525895E-5,,,,7.088355981197697E-5,5.4231049184906476E-5,2.3272388146284692E-5,9.878785043028823E-6,3.290498804575002E-6
261.0,2.3236373316563324E-5,1.1661633662860331E-5,,,,7.047384592314788E-5,5.3921087758342505E-5,2.314942941318545E-5,9.828981983126264E-6,3.274121355765206E-6
262.0,2.2992325657735932E-5,1.1550205203404012E-5,,,,7.006647267546756E-5,5.3612717331971384E-5,2.3027209283995365E-5,9.779350466428577E-6,3.2578471677975917E-6
263.0,2.2750750828602214E-5,1.14399076968894E-5,,,,6.966144062799626E-5,5.33060459376884E-5,2.290580170683283E-5,9.729983481533298E-6,3.241726596966125E-6
264.0,2.2511335637251243E-5,1.1330359103039719E-5,,,,6.925869849345529E-5,5.300103232185546E-5,2.2784913179451646E-5,9.680989915354004E-6,3.2257096121244173E-6
265.0,2.2274320484204967E-5,1.122189081628996E-5,,,,6.885816402153665E-5,5.2697651536237695E-5,2.2664606573960468E-5,9.63216087853273E-6,3.20979536192378E-6
266.0,2.203974683317157E-5,1.1114443884235514E-5,,,,6.845984348798005E-5,5.239580900943228E-5,2.2544844212617096E-5,9.583484220384222E-6,3.193916594606927E-6
267.0,2.180740879351211E-5,1.1007931208996333E-5,,,,6.806370334708054E-5,5.2095520357635475E-5,2.2425690498238383E-5,9.535034160379096E-6,3.1780994823549133E-6
268.0,2.1577364174184105E-5,1.0902335380512816E-5,,,,6.766970487573031E-5,5.179667865047942E-5,2.2307092655894826E-5,9.486678201604663E-6,3.162356178433352E-6
269.0,2.1349595648195042E-5,1.0797720063512131E-5,,,,6.727808306267131E-5,5.149958657780655E-5,2.21891939895591E-5,9.438705769726155E-6,3.1466529550155E-6
270.0,2.1124050646255808E-5,1.0694168499231538E-5,,,,6.68886008837853E-5,5.120402799049666E-5,2.2071584996746353E-5,9.39084507116575E-6,3.1309735997103123E-6
271.0,2.0900753422100766E-5,1.059150786073292E-5,,,,6.650145718073952E-5,5.091016185112674E-5,2.1954785424709507E-5,9.343269926558754E-6,3.115375151877644E-6
272.0,2.067964567991839E-5,1.048984731627442E-5,,,,6.611643347701115E-5,5.061778689303463E-5,2.183842528559628E-5,9.29584542344299E-6,3.099842777391874E-6
273.0,2.0460620570863743E-5,1.0389045431966596E-5,,,,6.573354027231137E-5,5.0326954383055514E-5,2.17226898764221E-5,9.248691135011362E-6,3.0844021129331886E-6
274.0,2.0243726529593877E-5,1.02890787971365E-5,,,,6.535274403668588E-5,5.0037584726521836E-5,2.1607437478500452E-5,9.201663111983532E-6,3.0690199346542722E-6
275.0,2.0029103705270304E-5,1.0190308706024304E-5,,,,6.497408103168118E-5,4.9749729156479635E-5,2.1492486551318136E-5,9.154852833344185E-6,3.0536013344327536E-6
276.0,1.9816486155352372E-5,1.0092298318139337E-5,,,,6.459745223992127E-5,4.946340414642104E-5,2.1378280878682825E-5,9.10821053148558E-6,3.038288052367202E-6
277.0,1.9605874645415962E-5,9.995073642816575E-6,,,,6.422297282312144E-5,4.9178596698318356E-5,2.1264695653525014E-5,9.061849595364789E-6,3.0230613778695436E-6
278.0,1.939735167707887E-5,9.898805886922405E-6,,,,6.385062913411092E-5,4.889526780139431E-5,2.1151555456264505E-5,9.015668464378986E-6,3.0078752704969E-6
279.0,1.9190949587447646E-5,9.803499733014566E-6,,,,6.348034500579567E-5,4.861343130685918E-5,2.103895104183355E-5,8.96965724488595E-6,2.9927458224587917E-6
280.0,1.8986573118563255E-5,9.709064103704852E-6,,,,6.311211265456474E-5,4.833313813307391E-5,2.0926871498542327E-5,8.923873879564736E-6,2.97767311779073E-6
281.0,1.8784211700370194E-5,9.615381918035024E-6,,,,6.274581500251316E-5,4.8054257241936314E-5,2.0815300821012577E-5,8.878195235533917E-6,2.962675675741492E-6
282.0,1.8583973742438666E-5,9.522636527029676E-6,,,,6.238154379307724E-5,4.7776876369071304E-5,2.0704271086311033E-5,8.832796396415658E-6,2.9477342802508247E-6
283.0,1.8385707434564638E-5,9.430723891905418E-6,,,,6.201928066581992E-5,4.750099912185646E-5,2.05937927668554E-5,8.787576446875341E-6,2.9328608649701287E-6
284.0,1.818935565620937E-5,9.339568962499977E-6,,,,6.165901054048229E-5,4.7226578820910755E-5,2.04838179582705E-5,8.742562081706607E-6,2.9180591419260446E-6
