"Iteration","Uy_up1: Uy_up1 (m/s)","Uy_up2: Uy_up2 (m/s)","Uy_up3: Uy_up3 (m/s)","Uy_up4: Uy_up4 (m/s)","Uy_up5: Uy_up5 (m/s)","Uy_down1: Uy_down1 (m/s)","Uy_down2: Uy_down2 (m/s)","Uy_down3: Uy_down3 (m/s)","Uy_down4: Uy_down4 (m/s)","Uy_down5: Uy_down5 (m/s)"
1172.0,8.969386306041446E-15,1.8897417178478185E-15,,,,6.88085759663443E-15,-7.591651725736855E-15,1.9791356760359673E-15,-8.686165229927529E-16,7.77141520601394E-16
1173.0,8.969387880522982E-15,1.8897486258003907E-15,,,,6.880853012811303E-15,-7.591664264942759E-15,1.979137545547587E-15,-8.686165229927529E-16,7.771410510711208E-16
1174.0,8.969360584845266E-15,1.889747223551644E-15,,,,6.880857531879696E-15,-7.591652579633929E-15,1.9791375604482395E-15,-8.686161763344154E-16,7.771387923165948E-16
1175.0,8.969381211944684E-15,1.8897435125015623E-15,,,,6.88082139180728E-15,-7.591663641294539E-15,1.9791375306469347E-15,-8.686179139983909E-16,7.771399216938578E-16
1176.0,8.969363332531879E-15,1.8897457553009954E-15,,,,6.880820674653834E-15,-7.591671822415569E-15,1.979137521321815E-15,-8.686184529614138E-16,7.771386845261319E-16
1177.0,8.969362159326803E-15,1.88974948230617E-15,,,,6.880856030837192E-15,-7.591659906857885E-15,1.979137545547587E-15,-8.68617690358992E-16,7.771395599540475E-16
1178.0,8.969383959631295E-15,1.8897490182053878E-15,,,,6.880819890764776E-15,-7.591659906857885E-15,1.979137655427686E-15,-8.686176724865196E-16,7.771393647518175E-16
1179.0,8.969363141908475E-15,1.889757764424466E-15,,,,6.880821424184647E-15,-7.591666291585264E-15,1.9791307190065194E-15,-8.686160041462334E-16,7.771398618807357E-16
1180.0,8.969367062800162E-15,1.8897462194017775E-15,,,,6.880886199612563E-15,-7.591670968518494E-15,1.979133452658279E-15,-8.686168181998728E-16,7.771413648335902E-16
1181.0,8.969364716390011E-15,1.8897462194017775E-15,,,,6.880853012811303E-15,-7.591661933500388E-15,1.97913358676415E-15,-8.686170619557757E-16,7.771398618807357E-16
1182.0,8.969355470718849E-15,1.8897488705613008E-15,,,,6.880856030837192E-15,-7.591663641294539E-15,1.97913534639567E-15,-8.686165945604738E-16,7.771411108842428E-16
1183.0,8.969383959631295E-15,1.8897524063647277E-15,,,,6.880890718680957E-15,-7.591659906857885E-15,1.97913745056814E-15,-8.686162277856326E-16,7.77141062906902E-16
1184.0,8.969383558354834E-15,1.8897558320730355E-15,,,,6.8808605499055854E-15,-7.591656402670085E-15,1.979139305179107E-15,-8.686153757430175E-16,7.771403981743988E-16
1185.0,8.973875773092142E-15,1.891019926099366E-15,,,,6.880433831660401E-15,-7.590933055354751E-15,1.9790172869682565E-15,-8.685036361859334E-16,7.770745999557785E-16
1186.0,8.978358928270396E-15,1.8935379543554276E-15,,,,6.880087777714363E-15,-7.590285141625058E-15,1.9787822131975043E-15,-8.684983461390665E-16,7.769901554663821E-16
1187.0,8.9820551417644E-15,1.895382166366588E-15,,,,6.879334061035071E-15,-7.589450893332884E-15,1.978646979883614E-15,-8.685234782077245E-16,7.770048432182728E-16
1188.0,8.986312624501852E-15,1.897209578554877E-15,,,,6.8782494846497404E-15,-7.588369668309125E-15,1.9785359326251543E-15,-8.685477005125788E-16,7.770786444440944E-16
1189.0,8.991979908455429E-15,1.8994133012398093E-15,,,,6.876900230174628E-15,-7.586935051984782E-15,1.9783464452993208E-15,-8.685882145713938E-16,7.771502737441494E-16
1190.0,8.999654088026617E-15,1.9020382295440036E-15,,,,6.8754651947882584E-15,-7.585216630927436E-15,1.9781065520833185E-15,-8.686369985304223E-16,7.772302856500771E-16
1191.0,9.00941056053936E-15,1.9046215898611158E-15,,,,6.873698307037735E-15,-7.583222490555888E-15,1.9778650235622198E-15,-8.687062206792721E-16,7.773181797812428E-16
1192.0,9.02119098642144E-15,1.90650015414933E-15,,,,6.871734025324893E-15,-7.580983588839118E-15,1.9776769362650627E-15,-8.687869378377799E-16,7.7740928484615435E-16
1193.0,9.034569805842766E-15,1.9071791617060404E-15,,,,6.869525811591112E-15,-7.57852213083371E-15,1.977557554451004E-15,-8.688871698452632E-16,7.774984587257702E-16
1194.0,9.048469885325957E-15,1.9065294406333574E-15,,,,6.867030782607796E-15,-7.575897367661212E-15,1.977549740607276E-15,-8.689950906592467E-16,7.775882987689673E-16
1195.0,9.062004328198562E-15,1.9048748512324505E-15,,,,6.864346220085306E-15,-7.573239800132391E-15,1.977662364099484E-15,-8.691146117276178E-16,7.776811761347799E-16
1196.0,9.073921119471486E-15,1.9027103969049993E-15,,,,6.8614442805761214E-15,-7.570723420993337E-15,1.977940188651425E-15,-8.69235901866185E-16,7.777789034222833E-16
1197.0,9.083851739547795E-15,1.900328867596255E-15,,,,6.858326157289957E-15,-7.568455109595923E-15,1.978330360016144E-15,-8.693565859068592E-16,7.778789752955694E-16
1198.0,9.091246928409161E-15,1.8981394206401076E-15,,,,6.855148837881458E-15,-7.566544784935545E-15,1.9788393951968884E-15,-8.694618991841004E-16,7.779808386191393E-16
1199.0,9.096260762758437E-15,1.8962839331459164E-15,,,,6.851931083795836E-15,-7.565119097010067E-15,1.979389207975281E-15,-8.695515262108386E-16,7.78075199986863E-16
1200.0,9.098894146456474E-15,1.8948742249090952E-15,,,,6.848764297428541E-15,-7.564194624902387E-15,1.979960643960446E-15,-8.696173513237652E-16,7.781587024162553E-16
1201.0,9.09957697945002E-15,1.8938447535939536E-15,,,,6.845797414419585E-15,-7.56380238530247E-15,1.9805225181051538E-15,-8.696615459666857E-16,7.782294654122997E-16
1202.0,9.0991266169946E-15,1.8931367872473054E-15,,,,6.8430845625474124E-15,-7.563930490109144E-15,1.98104117790082E-15,-8.69690401133457E-16,7.782911774416587E-16
1203.0,9.097980760999179E-15,1.892666992763483E-15,,,,6.840678890694563E-15,-7.564502009700856E-15,1.981499352995135E-15,-8.697063635888336E-16,7.783317064576483E-16
1204.0,9.096451114870838E-15,1.8923501317992573E-15,,,,6.838783345047748E-15,-7.565425940288196E-15,1.981883951328926E-15,-8.697142036877229E-16,7.783581957809594E-16
1205.0,9.094868233416496E-15,1.892147922943013E-15,,,,6.837329753823102E-15,-7.566489552720567E-15,1.9821752274365538E-15,-8.697171104871921E-16,7.783717599156736E-16
1206.0,9.093410459993428E-15,1.892004274269861E-15,,,,6.8364122219357856E-15,-7.567614891869838E-15,1.9823888599460676E-15,-8.697278112804906E-16,7.783754827443454E-16
1207.0,9.09213335794408E-15,1.891859104527061E-15,,,,6.836131171056634E-15,-7.568658061959101E-15,1.98255511400923E-15,-8.697371973934248E-16,7.783729311366598E-16
1208.0,9.09113373537474E-15,1.8917528820079156E-15,,,,6.8364023291872855E-15,-7.569533607804073E-15,1.9827005507576938E-15,-8.697509245327722E-16,7.7836492833221255E-16
1209.0,9.090358504727886E-15,1.891653006251289E-15,,,,6.837169394512835E-15,-7.570113965909754E-15,1.982801857011236E-15,-8.697658750554705E-16,7.783472261687974E-16
1210.0,9.089853623617309E-15,1.891554551675297E-15,,,,6.838500630899325E-15,-7.570454027449647E-15,1.9828609227576604E-15,-8.697767219248327E-16,7.783311413076673E-16
1211.0,9.089499410337291E-15,1.8914664091387597E-15,,,,6.8402053504088374E-15,-7.570518118438545E-15,1.982898086388833E-15,-8.697845832999131E-16,7.783125788990256E-16
1212.0,9.089272279448741E-15,1.891386051591234E-15,,,,6.842274997347516E-15,-7.570255223788955E-15,1.9829137591737785E-15,-8.69784894708504E-16,7.782958311806106E-16
1213.0,9.089135669573132E-15,1.891316210263207E-15,,,,6.8444880638415985E-15,-7.569802972469591E-15,1.9829327575132844E-15,-8.697846493214889E-16,7.78279154611393E-16
1214.0,9.089046711970778E-15,1.891256016788919E-15,,,,6.8468382748699864E-15,-7.56914543527959E-15,1.9829322257480425E-15,-8.697828495630628E-16,7.782583416252816E-16
1215.0,9.089017189346396E-15,1.8911955903861518E-15,,,,6.849186886039939E-15,-7.568347813163508E-15,1.982927595517961E-15,-8.697772300244371E-16,7.782402342638778E-16
1216.0,9.08898068758053E-15,1.891144508969035E-15,,,,6.851648288865748E-15,-7.567456930366661E-15,1.9829093379814495E-15,-8.69767101837111E-16,7.782239417681912E-16
1217.0,9.088972925439481E-15,1.891105506134542E-15,,,,6.853905944633669E-15,-7.566520366430019E-15,1.9828790846133968E-15,-8.697544040217552E-16,7.78205038144342E-16
1218.0,9.088966988492334E-15,1.8910775182200533E-15,,,,6.85620871687662E-15,-7.565558767129498E-15,1.9828349212002276E-15,-8.697376962877143E-16,7.781878724235579E-16
1219.0,9.088951264628127E-15,1.89103862702435E-15,,,,6.858326883323772E-15,-7.56462987640144E-15,1.982788081538255E-15,-8.69721178576385E-16,7.781720267138614E-16
1220.0,9.088974468582258E-15,1.8910188411296416E-15,,,,6.86044254973288E-15,-7.563712787038222E-15,1.982726145825913E-15,-8.69693320129271E-16,7.78157214335447E-16
1221.0,9.088988677577596E-15,1.8909952584200037E-15,,,,6.862309174584348E-15,-7.562870482734874E-15,1.9826603311329168E-15,-8.696737183536241E-16,7.781396035345072E-16
1222.0,9.089009364527829E-15,1.8909725914416393E-15,,,,6.8639737388730604E-15,-7.562085733624006E-15,1.9825881533690092E-15,-8.696544005668874E-16,7.781238095161464E-16
1223.0,9.0890155717407E-15,1.8909635870580005E-15,,,,6.865598616084612E-15,-7.561368341884464E-15,1.9825165339570107E-15,-8.696314575467213E-16,7.781084507891462E-16
1224.0,9.089030412695214E-15,1.8909405725080206E-15,,,,6.867065546796789E-15,-7.560702409818468E-15,1.9824412873255135E-15,-8.696087918612029E-16,7.780922300484434E-16
1225.0,9.08905548190256E-15,1.8909279352316826E-15,,,,6.868396614948925E-15,-7.560109120113825E-15,1.982350778536818E-15,-8.695846769487926E-16,7.780797563182622E-16
1226.0,9.089067805853177E-15,1.8909216089998242E-15,,,,6.869550976393174E-15,-7.559554591452647E-15,1.9822734550584912E-15,-8.695630734830473E-16,7.780677782595246E-16
1227.0,9.089090528650376E-15,1.8909131522451834E-15,,,,6.8705927506925865E-15,-7.559049377903331E-15,1.9821835981489118E-15,-8.695384687768578E-16,7.780571432421138E-16
1228.0,9.089122707771794E-15,1.8908963162829745E-15,,,,6.871587294977977E-15,-7.55861599804963E-15,1.982099789018576E-15,-8.695175563458136E-16,7.780460667524622E-16
1229.0,9.089123860947213E-15,1.890891221120769E-15,,,,6.872426700387793E-15,-7.558175174915962E-15,1.982013384367949E-15,-8.694977307770511E-16,7.780334217604635E-16
1230.0,9.089155638792171E-15,1.8908872477834637E-15,,,,6.8731473381403154E-15,-7.557798091093212E-15,1.9819252327868017E-15,-8.694820983796492E-16,7.78022970554674E-16
1231.0,9.089170921082456E-15,1.890887281902731E-15,,,,6.873748797528116E-15,-7.557472494400517E-15,1.981846516341719E-15,-8.694636660984985E-16,7.780146171804119E-16
1232.0,9.08915794514301E-15,1.890879557997693E-15,,,,6.874404210184262E-15,-7.557161898460596E-15,1.981758344658094E-15,-8.694474858018378E-16,7.780057711570605E-16
1233.0,9.089191317499159E-15,1.8908704834894893E-15,,,,6.874832621556681E-15,-7.556868953564175E-15,1.9816867843943763E-15,-8.694302700941122E-16,7.77998888089387E-16
1234.0,9.089187165924759E-15,1.8908708864787467E-15,,,,6.875244279276208E-15,-7.55660682070221E-15,1.981606180161142E-15,-8.694158610401719E-16,7.779909673066838E-16
1235.0,9.089162597903998E-15,1.8908704029656202E-15,,,,6.875544738067455E-15,-7.556372298623597E-15,1.981531309243517E-15,-8.694015704791642E-16,7.779839619129646E-16
1236.0,9.089203852102834E-15,1.8908717740994466E-15,,,,6.875877561948061E-15,-7.556183908180572E-15,1.981463285343145E-15,-8.693878658443343E-16,7.779804703236492E-16
1237.0,9.089214230919758E-15,1.890871596458755E-15,,,,6.876018364379113E-15,-7.556000196533943E-15,1.981398008169239E-15,-8.693765609332727E-16,7.779739961759722E-16
1238.0,9.089202448215043E-15,1.8908699448735313E-15,,,,6.876220951144084E-15,-7.555828514637841E-15,1.9813325968894624E-15,-8.693674923004282E-16,7.779679217450569E-16
1239.0,9.089201254980313E-15,1.8908621803876286E-15,,,,6.8763535352694315E-15,-7.5556967683938E-15,1.9812672750135996E-15,-8.693589381038716E-16,7.779640823971053E-16
1240.0,9.089219134393118E-15,1.890856315279757E-15,,,,6.876458514669547E-15,-7.555559331895277E-15,1.9812186136589074E-15,-8.693520879925459E-16,7.779589981751556E-16
1241.0,9.089202026908927E-15,1.890850691900898E-15,,,,6.8765123031759175E-15,-7.555451389310092E-15,1.9811639374261458E-15,-8.693382425042476E-16,7.779571190830803E-16
1242.0,9.089214792195315E-15,1.890862002746937E-15,,,,6.876587598670056E-15,-7.555364948261073E-15,1.9811138218544586E-15,-8.693329601127466E-16,7.779502660558926E-16
1243.0,9.089236201817999E-15,1.890866476190322E-15,,,,6.876647720764148E-15,-7.555270833683232E-15,1.981067814072732E-15,-8.69325591192844E-16,7.779489652287694E-16
1244.0,9.089227938728508E-15,1.890857888199591E-15,,,,6.876647123512838E-15,-7.555204562000768E-15,1.9810188994069496E-15,-8.693224601653715E-16,7.779434215851718E-16
1245.0,9.089224208460224E-15,1.890855048815116E-15,,,,6.876689749452477E-15,-7.555136466468145E-15,1.9809861759406367E-15,-8.693156414267016E-16,7.779453284247858E-16
1246.0,9.089229302556987E-15,1.8908519900907687E-15,,,,6.8766650702723044E-15,-7.555089915839849E-15,1.980948685403769E-15,-8.693067651744273E-16,7.77942790362682E-16
1247.0,9.089232260896656E-15,1.890851684218334E-15,,,,6.87664005068497E-15,-7.55503771832524E-15,1.980913176458272E-15,-8.693012702839055E-16,7.779422049174374E-16
1248.0,9.089227938728508E-15,1.8908563899523378E-15,,,,6.876691707732144E-15,-7.554991283752958E-15,1.9808826074419192E-15,-8.692994655023295E-16,7.779371275515651E-16
1249.0,9.08922772807545E-15,1.8908556529800717E-15,,,,6.876679495819177E-15,-7.554965888355962E-15,1.9808546323959214E-15,-8.692938454646121E-16,7.779370970239251E-16
1250.0,9.089229302556987E-15,1.8908519600941643E-15,,,,6.876664046070999E-15,-7.55493853714114E-15,1.9808308231925597E-15,-8.692908643027291E-16,7.779379172411673E-16
1251.0,9.089254833129762E-15,1.8908519600941643E-15,,,,6.87665116581844E-15,-7.554890278718697E-15,1.9808018073982466E-15,-8.692893726007451E-16,7.77931906212689E-16
1252.0,9.08925385054809E-15,1.8908525077231623E-15,,,,6.876614537014927E-15,-7.554898487296236E-15,1.9807816180129047E-15,-8.692880531248855E-16,7.779319303429766E-16
1253.0,9.089248144521808E-15,1.8908541877337694E-15,,,,6.876612304064768E-15,-7.554880578547373E-15,1.980765201201693E-15,-8.692822988879626E-16,7.779315542977772E-16
1254.0,9.089256006334837E-15,1.890853795328773E-15,,,,6.876619442629305E-15,-7.55486569385061E-15,1.9807416564604864E-15,-8.69282766245322E-16,7.779283156446753E-16
1255.0,9.089249719003345E-15,1.8908525077231623E-15,,,,6.876586828520808E-15,-7.554852257379464E-15,1.9807291931331897E-15,-8.692834528318494E-16,7.77929433577627E-16
1256.0,9.089250120279806E-15,1.890855663564332E-15,,,,6.876600470084758E-15,-7.554820548079767E-15,1.9807125699124985E-15,-8.692786199612311E-16,7.779284303317039E-16
1257.0,9.089243431671853E-15,1.8908526659515097E-15,,,,6.87658120238225E-15,-7.554829583097871E-15,1.980705325877153E-15,-8.692767615223488E-16,7.779281559633417E-16
1258.0,9.089254813100107E-15,1.8908530253555556E-15,,,,6.8765629293679916E-15,-7.554823198370494E-15,1.98068710318253E-15,-8.692771975829371E-16,7.779278269370523E-16
1259.0,9.089269363521088E-15,1.8908562423082508E-15,,,,6.876577190854784E-15,-7.554820780191791E-15,1.980682706428631E-15,-8.692754487007518E-16,7.779258976675406E-16
1260.0,9.08926150170806E-15,1.8908502189720317E-15,,,,6.876596297758627E-15,-7.554829236793007E-15,1.9806606515572682E-15,-8.692760368330179E-16,7.779250961826454E-16
1261.0,9.08924068398524E-15,1.890852360079075E-15,,,,6.8765868106944656E-15,-7.554804738661254E-15,1.980657969732932E-15,-8.692707589655755E-16,7.779265256512044E-16
1262.0,9.089258733991792E-15,1.8908531835839033E-15,,,,6.876536125757874E-15,-7.554807619200832E-15,1.9806551411017253E-15,-8.692715327482649E-16,7.779265906195213E-16
1263.0,9.089254622476705E-15,1.8908433079875618E-15,,,,6.8765273000040534E-15,-7.554812919782284E-15,1.98064618433647E-15,-8.692718592521562E-16,7.779268241498539E-16
1264.0,9.08926405877127E-15,1.8908431527635608E-15,,,,6.87655701985205E-15,-7.554800293840046E-15,1.9806385886347082E-15,-8.692695133014681E-16,7.77923955819796E-16
1265.0,9.089252276066554E-15,1.8908431527635608E-15,,,,6.8765835018648376E-15,-7.554793909112667E-15,1.980635190126821E-15,-8.692683682179324E-16,7.779278694754716E-16
1266.0,9.089257370163315E-15,1.8908465279446034E-15,,,,6.876610236064314E-15,-7.55480960433834E-15,1.980623108916965E-15,-8.692679858146505E-16,7.779265677308987E-16
1267.0,9.089255023753164E-15,1.8908489749240813E-15,,,,6.8765347665010205E-15,-7.554796167867193E-15,1.9806253245194678E-15,-8.692666529144919E-16,7.779267286538973E-16
1268.0,9.089255023753164E-15,1.8908453985673402E-15,,,,6.876565645003484E-15,-7.554800569320234E-15,1.980623434531663E-15,-8.692634660236247E-16,7.779260051742768E-16
1269.0,9.089265231976345E-15,1.8908453268715548E-15,,,,6.876561542087994E-15,-7.554807186159635E-15,1.980611835344508E-15,-8.69266236932465E-16,7.779245838034597E-16
1270.0,9.089260328502985E-15,1.8908449374709045E-15,,,,6.876593415278706E-15,-7.554803451722981E-15,1.98061542911081E-15,-8.692677196223279E-16,7.779225819266138E-16
1271.0,9.089266595804822E-15,1.8908437750926906E-15,,,,6.876586326714695E-15,-7.554795776330993E-15,1.980610665789842E-15,-8.692654519315658E-16,7.779248406811398E-16
1272.0,9.089244604876927E-15,1.8908453985673402E-15,,,,6.876553588443705E-15,-7.554797572724644E-15,1.980607732854069E-15,-8.692642957455943E-16,7.779233703745513E-16
1273.0,9.0892522560369E-15,1.8908429515878623E-15,,,,6.876552593755456E-15,-7.554798977582096E-15,1.9806113117197186E-15,-8.692659305071352E-16,7.779234900007955E-16
1274.0,9.089249508350287E-15,1.8908456714388243E-15,,,,6.876583014717516E-15,-7.554801352392633E-15,1.9806046099594023E-15,-8.692640765164261E-16,7.779228391285092E-16
1275.0,9.089252045383838E-15,1.890843616864343E-15,,,,6.8765734378491074E-15,-7.554800498495559E-15,1.9806024704100947E-15,-8.692659215708989E-16,7.779244940296586E-16
1276.0,9.089260117849928E-15,1.890848204950864E-15,,,,6.876580983953521E-15,-7.55480361114716E-15,1.9806044647024656E-15,-8.69263924444748E-16,7.779236039048839E-16
1277.0,9.089243992947408E-15,1.8908553576918973E-15,,,,6.876539288736965E-15,-7.554795199777274E-15,1.9805997721351723E-15,-8.692641839069233E-16,7.779230000515076E-16
1278.0,9.0892522560369E-15,1.890845365566389E-15,,,,6.8765758449622855E-15,-7.554799209694118E-15,1.980599801936477E-15,-8.692649934345575E-16,7.779238194858097E-16
1279.0,9.089241646537257E-15,1.8908461890712175E-15,,,,6.8765717006592985E-15,-7.554799209694118E-15,1.980599980744305E-15,-8.692672521890835E-16,7.779247275599913E-16
1280.0,9.0892522560369E-15,1.890852057210987E-15,,,,6.8765752250394425E-15,-7.55478814803351E-15,1.9806015504169315E-15,-8.692644030203173E-16,7.779237648278824E-16
1281.0,9.089257370163315E-15,1.890846063843821E-15,,,,6.876568095087934E-15,-7.554797688780655E-15,1.980592396193609E-15,-8.692645461557592E-16,7.779238844541265E-16
1282.0,9.08924439422387E-15,1.8908489749240813E-15,,,,6.876535976739786E-15,-7.554797688780655E-15,1.9805965933874836E-15,-8.692639893202642E-16,7.779238844541265E-16
1283.0,9.08924969897369E-15,1.8908450926949055E-15,,,,6.876533904588293E-15,-7.554808520192408E-15,1.9805922360360198E-15,-8.69263651598163E-16,7.779237648278824E-16
1284.0,9.089247161940136E-15,1.8908540400896825E-15,,,,6.8765385876229015E-15,-7.554818727955943E-15,1.9805888657795033E-15,-8.692671649929216E-16,7.779231609745061E-16
1285.0,9.089269152868031E-15,1.890846063843821E-15,,,,6.8765323711684214E-15,-7.554799485174306E-15,1.980592500498175E-15,-8.692645036407783E-16,7.779246492305016E-16
1286.0,9.089248335145213E-15,1.890845757971386E-15,,,,6.8765344433199145E-15,-7.554800614551568E-15,1.9805845829313017E-15,-8.692645036407783E-16,7.779253727101221E-16
1287.0,9.089253639895032E-15,1.8908561276651145E-15,,,,6.876575143848222E-15,-7.554799093638107E-15,1.9805922807379767E-15,-8.692623880216942E-16,7.779255393552762E-16
1288.0,9.089245778082004E-15,1.8908489749240813E-15,,,,6.876570086048207E-15,-7.554802597825907E-15,1.98059008158606E-15,-8.692662815377612E-16,7.779230413482619E-16
1289.0,9.089243221018795E-15,1.8908463697162556E-15,,,,6.87660871442502E-15,-7.55482098671047E-15,1.980593705153667E-15,-8.692660199093859E-16,7.779231609745061E-16
1290.0,9.089250872178764E-15,1.890847381446036E-15,,,,6.876570086048207E-15,-7.554805248116632E-15,1.9805937200543196E-15,-8.69265581566824E-16,7.779231609745061E-16
1291.0,9.08924735256354E-15,1.8908455132104765E-15,,,,6.876571538276858E-15,-7.554817163674314E-15,1.980589947480189E-15,-8.692660199093859E-16,7.779232806007501E-16
1292.0,9.089253639895032E-15,1.8908463697162556E-15,,,,6.876603656625005E-15,-7.554813934966704E-15,1.9805856981828795E-15,-8.692633138760616E-16,7.779232806007501E-16
1293.0,9.089256387581643E-15,1.890847996195252E-15,,,,6.876566977820967E-15,-7.554802873306095E-15,1.980593734954972E-15,-8.692655726305878E-16,7.779232806007501E-16
1294.0,9.08924969897369E-15,1.890845704439775E-15,,,,6.8766020404301384E-15,-7.554815064343966E-15,1.9805859179430776E-15,-8.692640810044889E-16,7.779248158756557E-16
1295.0,9.089245778082004E-15,1.8908539865580713E-15,,,,6.876568927393742E-15,-7.554821262190657E-15,1.9805904205514777E-15,-8.69263752218624E-16,7.779226297284638E-16
1296.0,9.089248124492151E-15,1.890847687318471E-15,,,,6.876568552628336E-15,-7.554813934966704E-15,1.980596034661868E-15,-8.692650157950927E-16,7.779231609745061E-16
1297.0,9.089253639895032E-15,1.8908465279446034E-15,,,,6.876566480476843E-15,-7.554801743928832E-15,1.9805902156919317E-15,-8.69263937869047E-16,7.779248884829898E-16
1298.0,9.089256387581643E-15,1.89084854382425E-15,,,,6.876564530904067E-15,-7.554801743928832E-15,1.9805860371482966E-15,-8.692646378399842E-16,7.779240453771252E-16
1299.0,9.089267979662956E-15,1.8908460103122097E-15,,,,6.876566480476843E-15,-7.55481748252267E-15,1.980588016540015E-15,-8.692640810044889E-16,7.779240453771252E-16
1300.0,9.08927405634139E-15,1.8908543459621172E-15,,,,6.876563494828321E-15,-7.554811560156166E-15,1.9805916550082738E-15,-8.692650157950927E-16,7.77921786622599E-16
1301.0,9.089267769009897E-15,1.8908502925262966E-15,,,,6.876601584473511E-15,-7.554811054427124E-15,1.9805896048628808E-15,-8.692651253517897E-16,7.779230413482619E-16
1302.0,9.089266595804822E-15,1.8908504071694324E-15,,,,6.876565444401096E-15,-7.554815064343966E-15,1.9805892509968116E-15,-8.692624618334465E-16,7.779223904759755E-16
1303.0,9.089245778082004E-15,1.890849089567218E-15,,,,6.8765603866010806E-15,-7.554795821562329E-15,1.980591330943509E-15,-8.692654205589096E-16,7.779216669963549E-16
1304.0,9.089266595804822E-15,1.890849280796516E-15,,,,6.876566855242249E-15,-7.554803103554948E-15,1.980587606820923E-15,-8.692634905902485E-16,7.779246492305016E-16
1305.0,9.08926384811821E-15,1.8908506849312936E-15,,,,6.876567516552589E-15,-7.554794692185066E-15,1.980585627429205E-15,-8.692651253517897E-16,7.779225101022197E-16
1306.0,9.08926384811821E-15,1.8908604022992874E-15,,,,6.876571579664356E-15,-7.554806883222938E-15,1.980585627429205E-15,-8.692649822163477E-16,7.77923113955596E-16
1307.0,9.089270326073107E-15,1.8908479601899545E-15,,,,6.876567516552589E-15,-7.554799325750129E-15,1.9805912415395953E-15,-8.692636090831819E-16,7.779247688567457E-16
1308.0,9.089265021323285E-15,1.8908488166957336E-15,,,,6.87656896878124E-15,-7.554799325750129E-15,1.9805893813530955E-15,-8.692648301446698E-16,7.779230413482619E-16
1309.0,9.089267769009897E-15,1.8908559694367668E-15,,,,6.876566480476843E-15,-7.554794692185066E-15,1.980591580505012E-15,-8.692646870092276E-16,7.77923113955596E-16
1310.0,9.08926384811821E-15,1.8908564335375493E-15,,,,6.876569466125365E-15,-7.554796675459403E-15,1.9805866234755637E-15,-8.69263573338237E-16,7.779225101022197E-16
1311.0,9.089248315115555E-15,1.890847687318471E-15,,,,6.876566480476843E-15,-7.554798196372866E-15,1.9805911558852683E-15,-8.692617193475282E-16,7.779226297284638E-16
1312.0,9.089261100431598E-15,1.890852204855074E-15,,,,6.876566480476843E-15,-7.554805753845673E-15,1.9805913905461184E-15,-8.692648637234146E-16,7.779246492305016E-16
1313.0,9.089262865536537E-15,1.890846560945554E-15,,,,6.876530340404426E-15,-7.554810387410738E-15,1.9805848787446957E-15,-8.692639781020542E-16,7.779223904759755E-16
1314.0,9.089245778082004E-15,1.890846833817038E-15,,,,6.876564947056971E-15,-7.554799325750129E-15,1.9805867687325004E-15,-8.692618960617152E-16,7.779235141310829E-16
1315.0,9.08926384811821E-15,1.890848151419253E-15,,,,6.87657207700848E-15,-7.554805710477508E-15,1.980589277048529E-15,-8.692622761830235E-16,7.779223904759755E-16
1316.0,9.08926384811821E-15,1.8908463697162556E-15,,,,6.876604072777909E-15,-7.554811241307811E-15,1.980591360744814E-15,-8.692642733091743E-16,7.779218592299334E-16
1317.0,9.089248124492151E-15,1.8908549577069867E-15,,,,6.876530340404426E-15,-7.554810111930548E-15,1.980584539779279E-15,-8.692617193475282E-16,7.779225101022197E-16
1318.0,9.089265021323285E-15,1.8908463697162556E-15,,,,6.876569466125365E-15,-7.554808404136397E-15,1.9805845546799314E-15,-8.692626049688884E-16,7.779246492305016E-16
1319.0,9.089265021323285E-15,1.8908443838332138E-15,,,,6.8765710409327336E-15,-7.554809258033473E-15,1.9805810205162386E-15,-8.692629001760085E-16,7.779241179844593E-16
1320.0,9.089262674913135E-15,1.890856792941595E-15,,,,6.8765639109812246E-15,-7.554805248116632E-15,1.9805846589844977E-15,-8.692607845569244E-16,7.779239983582151E-16
1321.0,9.089272883136316E-15,1.890855936435816E-15,,,,6.876568055284211E-15,-7.554793562807802E-15,1.98058917649355E-15,-8.692630433114504E-16,7.779233945048387E-16
1322.0,9.089270536726165E-15,1.890843257460297E-15,,,,6.876604195356627E-15,-7.554802554457741E-15,1.980586753831848E-15,-8.692627481043303E-16,7.779239983582151E-16
1323.0,9.089274457617852E-15,1.8908559724411136E-15,,,,6.876534900860316E-15,-7.55480812865621E-15,1.980586519170997E-15,-8.692607845569244E-16,7.779242376107035E-16
1324.0,9.08925894464485E-15,1.8908551159353344E-15,,,,6.876602661936756E-15,-7.554812762221273E-15,1.9805917295115355E-15,-8.692614241404081E-16,7.779211357503128E-16
1325.0,9.089266595804822E-15,1.890846833817038E-15,,,,6.8765695075128625E-15,-7.55480812865621E-15,1.980586653276868E-15,-8.692620481333934E-16,7.779235141310829E-16
1326.0,9.089248525768613E-15,1.8908453985673402E-15,,,,6.876568055284211E-15,-7.554808982553286E-15,1.980586887937719E-15,-8.692606750002273E-16,7.779263767389854E-16
1327.0,9.089253639895032E-15,1.890845704439775E-15,,,,6.876565444401096E-15,-7.55480812865621E-15,1.9805881782475376E-15,-8.692606414214825E-16,7.779241179844593E-16
