"Iteration","Uy_up1: Uy_up1 (m/s)","Uy_up2: Uy_up2 (m/s)","Uy_up3: Uy_up3 (m/s)","Uy_up4: Uy_up4 (m/s)","Uy_up5: Uy_up5 (m/s)","Uy_down1: Uy_down1 (m/s)","Uy_down2: Uy_down2 (m/s)","Uy_down3: Uy_down3 (m/s)","Uy_down4: Uy_down4 (m/s)","Uy_down5: Uy_down5 (m/s)"
3092.0,7.61308990194602E-15,1.7682595210700462E-15,,,,5.871289509946792E-15,-7.16395949571846E-15,2.0197510336098823E-15,-8.98779236568744E-16,8.090761513593131E-16
3093.0,7.613075351525037E-15,1.7682559317625588E-15,,,,5.871296265132895E-15,-7.163993609148371E-15,2.019756161947985E-15,-8.98779826982984E-16,8.090765351780394E-16
3094.0,7.613066316506932E-15,1.7682633857729082E-15,,,,5.871293654249779E-15,-7.16396821188821E-15,2.0197586829650135E-15,-8.98779826982984E-16,8.090750415241034E-16
3095.0,7.613067489712008E-15,1.7682643139744728E-15,,,,5.871294731713024E-15,-7.164015732469588E-15,2.0197527142135866E-15,-8.987804173972242E-16,8.090771198135775E-16
3096.0,7.61307958839631E-15,1.7682632328366906E-15,,,,5.871294731713024E-15,-7.163988627415276E-15,2.0197634508105353E-15,-8.987812247586584E-16,8.090777902279174E-16
3097.0,7.61307417831996E-15,1.7682602963353934E-15,,,,5.871291746064502E-15,-7.163982547487762E-15,2.0197580721359626E-15,-8.987770807166524E-16,8.090835627868473E-16
3098.0,7.61308990194602E-15,1.7682735665526725E-15,,,,5.871294029015185E-15,-7.163984574130268E-15,2.0197544336677036E-15,-8.987817815941536E-16,8.090771198135775E-16
3099.0,7.613076439433238E-15,1.7682807252748473E-15,,,,5.871289509946792E-15,-7.163975539112164E-15,2.0197572615239432E-15,-8.98779270147489E-16,8.090792371871585E-16
3100.0,7.613091075151095E-15,1.7682616727613498E-15,,,,5.871294731713024E-15,-7.164023059693543E-15,2.0197561917492898E-15,-8.987786797332487E-16,8.090775983185542E-16
3101.0,7.613080866927915E-15,1.7682557788263413E-15,,,,5.871294029015185E-15,-7.16396120351261E-15,2.0197527440148914E-15,-8.98779270147489E-16,8.09077456937609E-16
3102.0,7.613083128041191E-15,1.7682785735835441E-15,,,,5.871297717361546E-15,-7.163968530736564E-15,2.0197586829650135E-15,-8.98779826982984E-16,8.090763432686762E-16
3103.0,7.613069465470005E-15,1.7682768605719855E-15,,,,5.871289509946792E-15,-7.163956831379245E-15,2.0197564003584223E-15,-8.987774005662813E-16,8.090818292319927E-16
3104.0,7.613076419403582E-15,1.7682723430629333E-15,,,,5.871289509946792E-15,-7.163973831318013E-15,2.019758712766318E-15,-8.987814953232698E-16,8.090773117229408E-16
3105.0,7.613096570524318E-15,1.7682754325004481E-15,,,,5.871364775740146E-15,-7.16400467080898E-15,2.0197578039242204E-15,-8.987815289020146E-16,8.090773117229408E-16
3106.0,7.613088728740944E-15,1.7682797970732827E-15,,,,5.871288057718141E-15,-7.164000617523971E-15,2.0197632004740657E-15,-8.98779270147489E-16,8.090775036323038E-16
3107.0,7.61307417831996E-15,1.7682587153276389E-15,,,,5.871294029015185E-15,-7.163997662433381E-15,2.0197598123422763E-15,-8.98779522839628E-16,8.090765351780394E-16
3108.0,7.613095397319242E-15,1.7682616727613498E-15,,,,5.871296265132895E-15,-7.163986600772771E-15,2.0197634508105353E-15,-8.987808355853401E-16,8.090717790649295E-16
3109.0,7.613068682946738E-15,1.7682780840617243E-15,,,,5.87128652429827E-15,-7.164015732469588E-15,2.0197527440148914E-15,-8.98779826982984E-16,8.090760099783679E-16
3110.0,7.61308074157173E-15,1.7682785735835441E-15,,,,5.871289509946792E-15,-7.163999370227529E-15,2.0197612516586188E-15,-8.987786797332487E-16,8.090758647636997E-16
3111.0,7.61308990194602E-15,1.768258868263856E-15,,,,5.87128652429827E-15,-7.1639641586032E-15,2.01975638248315E-15,-8.987801132538678E-16,8.090777902279174E-16
3112.0,7.613083108011536E-15,1.7682574918378997E-15,,,,5.871289509946792E-15,-7.164013705827083E-15,2.0197586531637087E-15,-8.98780703668108E-16,8.090764884833446E-16
3113.0,7.613066211180404E-15,1.7682616727613498E-15,,,,5.87128652429827E-15,-7.16397522026381E-15,2.0197584445545758E-15,-8.98778983876605E-16,8.090775036323038E-16
3114.0,7.613065143301857E-15,1.7682607445597852E-15,,,,5.871289509946792E-15,-7.164015732469588E-15,2.0197527440148914E-15,-8.987770113929626E-16,8.090773117229408E-16
3115.0,7.613066231210058E-15,1.7682754325004481E-15,,,,5.871289216372606E-15,-7.163962450809052E-15,2.019752773816196E-15,-8.987786797332487E-16,8.090764884833446E-16
3116.0,7.613091075151095E-15,1.7682782369979418E-15,,,,5.871289509946792E-15,-7.163975539112164E-15,2.0197586829650135E-15,-8.987772976638467E-16,8.090773117229408E-16
3117.0,7.613067489712008E-15,1.7682595210700462E-15,,,,5.871292495595314E-15,-7.163984255281911E-15,2.0197510038085774E-15,-8.987778544993421E-16,8.090777902279174E-16
3118.0,7.613084301246266E-15,1.7682624480266968E-15,,,,5.871290668601257E-15,-7.163993609148371E-15,2.0197566208935874E-15,-8.98779826982984E-16,8.090771198135775E-16
3119.0,7.61309224835617E-15,1.7682742090107095E-15,,,,5.871294731713024E-15,-7.164000617523971E-15,2.0197529824253288E-15,-8.98779826982984E-16,8.090779821372805E-16
3120.0,7.613059647928634E-15,1.7682799500095003E-15,,,,5.871288351292328E-15,-7.163997662433381E-15,2.019757833725525E-15,-8.98779236568744E-16,8.09078950591545E-16
3121.0,7.61308745020934E-15,1.7682576447741173E-15,,,,5.871299250781417E-15,-7.163946407415347E-15,2.019759141910616E-15,-8.98779826982984E-16,8.090762018877311E-16
3122.0,7.613065143301857E-15,1.7682770135082028E-15,,,,5.871291043366663E-15,-7.163977246906311E-15,2.0197514358298003E-15,-8.98779236568744E-16,8.090771198135775E-16
3123.0,7.613088623414415E-15,1.7682777983181967E-15,,,,5.871302236429939E-15,-7.164017440263737E-15,2.0197589511767557E-15,-8.987791336663093E-16,8.0907298612325185E-16
3124.0,7.61307417831996E-15,1.7682714148613687E-15,,,,5.871289509946792E-15,-7.163993609148371E-15,2.0197589035001787E-15,-8.987819828350754E-16,8.090747196781066E-16
3125.0,7.61307298508523E-15,1.7682587153276389E-15,,,,5.871297717361546E-15,-7.163977246906311E-15,2.019752773816196E-15,-8.987808355853401E-16,8.090718257596243E-16
3126.0,7.613061994338785E-15,1.7682633857729082E-15,,,,5.871289509946792E-15,-7.16401402467544E-15,2.0197507951994445E-15,-8.98779236568744E-16,8.090779821372805E-16
3127.0,7.613066316506932E-15,1.7682660373341844E-15,,,,5.871291043366663E-15,-7.16402103305104E-15,2.0197580423346578E-15,-8.987823720083939E-16,8.090758180690048E-16
3128.0,7.613080866927915E-15,1.7682782369979418E-15,,,,5.87128652429827E-15,-7.163946088566992E-15,2.019759782540972E-15,-8.98779826982984E-16,8.090762018877311E-16
3129.0,7.61308860338476E-15,1.7682559317625588E-15,,,,5.871287976526921E-15,-7.164015732469588E-15,2.019758712766318E-15,-8.98779236568744E-16,8.090764884833446E-16
3130.0,7.613063864770254E-15,1.7682604492716108E-15,,,,5.871289509946792E-15,-7.163979273548816E-15,2.019759171711921E-15,-8.987764209787228E-16,8.090750415241034E-16
3131.0,7.613083128041191E-15,1.7682633857729082E-15,,,,5.871297717361546E-15,-7.16401946690624E-15,2.0197510038085774E-15,-8.987815289020146E-16,8.090775036323038E-16
3132.0,7.613072899788357E-15,1.7682633857729082E-15,,,,5.871289509946792E-15,-7.164031775863292E-15,2.019756161947985E-15,-8.98779826982984E-16,8.090777902279174E-16
3133.0,7.613063864770254E-15,1.76827778877355E-15,,,,5.871294731713024E-15,-7.163975539112164E-15,2.01976255984371E-15,-8.98779270147489E-16,8.090758647636997E-16
3134.0,7.61308084689826E-15,1.768275279564231E-15,,,,5.871292495595314E-15,-7.16398300798547E-15,2.0197589511767557E-15,-8.9877895029786E-16,8.090785667728187E-16
3135.0,7.613065037975328E-15,1.7682616727613498E-15,,,,5.871283538649748E-15,-7.163973512469659E-15,2.0197527440148914E-15,-8.98779826982984E-16,8.090777902279174E-16
3136.0,7.61308204013299E-15,1.7682559317625588E-15,,,,5.871295481243836E-15,-7.164015413621232E-15,2.019760020951409E-15,-8.98778983876605E-16,8.090775983185542E-16
3137.0,7.613065143301857E-15,1.7682737194888897E-15,,,,5.871293279484373E-15,-7.163966185245704E-15,2.0197530122266336E-15,-8.987786797332487E-16,8.090771198135775E-16
3138.0,7.61307958839631E-15,1.768258868263856E-15,,,,5.871290962175443E-15,-7.164022740845188E-15,2.0197553127084967E-15,-8.98779793404239E-16,8.09077456937609E-16
3139.0,7.61307969372284E-15,1.7682723430629333E-15,,,,5.871292495595314E-15,-7.164009652542076E-15,2.0197507951994445E-15,-8.987813924208354E-16,8.090717790649295E-16
3140.0,7.613080781631042E-15,1.7682615198251322E-15,,,,5.871289509946792E-15,-7.163968530736564E-15,2.0197586829650135E-15,-8.98779270147489E-16,8.090763432686762E-16
3141.0,7.613065143301857E-15,1.7682797970732827E-15,,,,5.871297014663707E-15,-7.163993609148371E-15,2.0197643000500236E-15,-8.987776711308925E-16,8.090823077369694E-16
3142.0,7.613059647928634E-15,1.7682620093469518E-15,,,,5.871291746064502E-15,-7.163979273548816E-15,2.019759782540972E-15,-8.98779826982984E-16,8.090779821372805E-16
3143.0,7.613072899788357E-15,1.7682780840617243E-15,,,,5.87128652429827E-15,-7.164000617523971E-15,2.019758921375451E-15,-8.987817122704642E-16,8.090713005599528E-16
3144.0,7.613065037975328E-15,1.7682782369979418E-15,,,,5.871294731713024E-15,-7.164002325318122E-15,2.0197623214332726E-15,-8.98777568228458E-16,8.090763432686762E-16
3145.0,7.613062796891708E-15,1.7682584200394643E-15,,,,5.87128652429827E-15,-7.164046890808909E-15,2.0197589035001787E-15,-8.98779826982984E-16,8.090760099783679E-16
3146.0,7.613061518360103E-15,1.7682791651995064E-15,,,,5.871299250781417E-15,-7.163986281924416E-15,2.01975638248315E-15,-8.987771142953974E-16,8.090818292319927E-16
3147.0,7.613080866927915E-15,1.7682797970732827E-15,,,,5.871289509946792E-15,-7.164000936372326E-15,2.01975076539814E-15,-8.987778544993421E-16,8.090775983185542E-16
3148.0,7.613065143301857E-15,1.7682768605719855E-15,,,,5.871289509946792E-15,-7.16402103305104E-15,2.019751644438933E-15,-8.987776711308925E-16,8.090823077369694E-16
3149.0,7.613063864770254E-15,1.7682604492716108E-15,,,,5.871291043366663E-15,-7.163976928057958E-15,2.019755294833224E-15,-8.987748219621264E-16,8.090839466055736E-16
3150.0,7.613063864770254E-15,1.7682616727613498E-15,,,,5.871290587410037E-15,-7.163997662433381E-15,2.0197473355390135E-15,-8.98779860561729E-16,8.090758647636997E-16
3151.0,7.61308084689826E-15,1.7682607445597852E-15,,,,5.871299250781417E-15,-7.163997662433381E-15,2.0197623214332726E-15,-8.987771142953974E-16,8.090788886188155E-16
3152.0,7.613090969824566E-15,1.7682799500095003E-15,,,,5.871291746064502E-15,-7.164015732469588E-15,2.0197521331858405E-15,-8.987786797332487E-16,8.090773117229408E-16
3153.0,7.61308745020934E-15,1.7682780840617243E-15,,,,5.871298173318172E-15,-7.163975539112164E-15,2.0197578217994922E-15,-8.987795564183728E-16,8.090760099783679E-16
3154.0,7.613088623414415E-15,1.7682745042988835E-15,,,,5.871296639898301E-15,-7.163966504094059E-15,2.0197510038085774E-15,-8.98779826982984E-16,8.090758180690048E-16
3155.0,7.613063864770254E-15,1.7682737194888897E-15,,,,5.871291746064502E-15,-7.163993609148371E-15,2.0197518828493705E-15,-8.987823720083939E-16,8.09078950591545E-16
3156.0,7.613091075151095E-15,1.7682797970732827E-15,,,,5.871301861664532E-15,-7.163999370227529E-15,2.0197580423346578E-15,-8.98779826982984E-16,8.090777902279174E-16
3157.0,7.613080866927915E-15,1.7682737194888897E-15,,,,5.871296265132895E-15,-7.163997662433381E-15,2.0197572317226383E-15,-8.987826761517502E-16,8.090758647636997E-16
3158.0,7.61308990194602E-15,1.7682780840617243E-15,,,,5.871294731713024E-15,-7.163999370227529E-15,2.0197634210092305E-15,-8.98778983876605E-16,8.090771198135775E-16
3159.0,7.613059647928634E-15,1.768258868263856E-15,,,,5.871294731713024E-15,-7.163978954700462E-15,2.01975638248315E-15,-8.987819828350754E-16,8.090732727188654E-16
3160.0,7.613066211180404E-15,1.7682744947542371E-15,,,,5.871291746064502E-15,-7.163977246906311E-15,2.0197527440148914E-15,-8.987819828350754E-16,8.090734646282285E-16
3161.0,7.613059647928634E-15,1.7682770135082028E-15,,,,5.871289509946792E-15,-7.163970238530713E-15,2.0197516742402376E-15,-8.987789660041327E-16,8.090773117229408E-16
3162.0,7.613095397319242E-15,1.7682797970732827E-15,,,,5.871289509946792E-15,-7.163997662433381E-15,2.01975638248315E-15,-8.987799298854185E-16,8.090818292319927E-16
3163.0,7.61307298508523E-15,1.768258868263856E-15,,,,5.871289509946792E-15,-7.163991901354222E-15,2.019759782540972E-15,-8.98779826982984E-16,8.090743711097637E-16
3164.0,7.61307958839631E-15,1.7682615198251322E-15,,,,5.87128876041598E-15,-7.163977246906311E-15,2.0197589035001787E-15,-8.98778983876605E-16,8.090765351780394E-16
3165.0,7.613065037975328E-15,1.7682754325004481E-15,,,,5.871294731713024E-15,-7.163999370227529E-15,2.0197636892209727E-15,-8.98779236568744E-16,8.090775036323038E-16
3166.0,7.605809699159231E-15,1.7655646286452345E-15,,,,5.869423345363777E-15,-7.161282193733763E-15,2.0190734330147843E-15,-8.984770978194061E-16,8.089385442599334E-16
3167.0,7.596633832383785E-15,1.7603494477966598E-15,,,,5.869035529470207E-15,-7.160131679571255E-15,2.01839932629761E-15,-8.98266851331326E-16,8.085783036445686E-16
3168.0,7.5872992271547E-15,1.7550979853995957E-15,,,,5.869097541041355E-15,-7.160068370797898E-15,2.018125065368393E-15,-8.98192338980641E-16,8.084522964791731E-16
3169.0,7.576936185346589E-15,1.7494268594240979E-15,,,,5.8686185507714134E-15,-7.159705425737708E-15,2.0178933970376407E-15,-8.981030416874636E-16,8.084535939386265E-16
3170.0,7.565405535651278E-15,1.7438272289380253E-15,,,,5.868213630114565E-15,-7.159371931222686E-15,2.017527238241001E-15,-8.980176384490557E-16,8.084742555047629E-16
3171.0,7.551294822261955E-15,1.7391471939174099E-15,,,,5.867925081041327E-15,-7.158884352805212E-15,2.0169052365856668E-15,-8.979108392606623E-16,8.085390359479818E-16
3172.0,7.5363534021165E-15,1.7362393831637072E-15,,,,5.867563136834217E-15,-7.15814914436802E-15,2.0159764959121803E-15,-8.977997880365804E-16,8.086649763574122E-16
3173.0,7.52059732821081E-15,1.735227152213474E-15,,,,5.867254437752139E-15,-7.156862474689917E-15,2.014669231190191E-15,-8.976888559023646E-16,8.088758380248927E-16
3174.0,7.505214663476609E-15,1.7359551224220538E-15,,,,5.866562207867738E-15,-7.154970998463734E-15,2.01310153963995E-15,-8.975658593952759E-16,8.091392596917436E-16
3175.0,7.491242925543397E-15,1.7377522723200976E-15,,,,5.865681107536827E-15,-7.152166391329866E-15,2.011282238315719E-15,-8.974397451052965E-16,8.09453154652015E-16
3176.0,7.479024046151437E-15,1.7404893418867799E-15,,,,5.864576486441435E-15,-7.14848633140855E-15,2.0094553554220088E-15,-8.973686070298504E-16,8.097475758035019E-16
3177.0,7.468876909797932E-15,1.743435599072474E-15,,,,5.862844504555508E-15,-7.14370754393977E-15,2.007825934561143E-15,-8.973252218597735E-16,8.100260626042053E-16
3178.0,7.461081746715503E-15,1.7460571917529053E-15,,,,5.861042725188198E-15,-7.138272553255527E-15,2.0066306055007294E-15,-8.973798185256624E-16,8.102440909115293E-16
3179.0,7.455556157359185E-15,1.74804958225657E-15,,,,5.858686867586838E-15,-7.13213542556354E-15,2.0059305717827343E-15,-8.975345673098778E-16,8.104271332213028E-16
3180.0,7.451885172052219E-15,1.74944461462566E-15,,,,5.855878337566634E-15,-7.125616546431418E-15,2.0058180799369805E-15,-8.977773359265501E-16,8.105785182337322E-16
3181.0,7.449717425809651E-15,1.7502919666587618E-15,,,,5.852548296587902E-15,-7.119168090547951E-15,2.0062810020048026E-15,-8.980957857479057E-16,8.106933158242311E-16
3182.0,7.448663766280579E-15,1.7507646429388526E-15,,,,5.848778553247135E-15,-7.112993413193452E-15,2.007133314424641E-15,-8.984305936074844E-16,8.108100519450121E-16
3183.0,7.448350645769096E-15,1.751058934356555E-15,,,,5.8446051320672804E-15,-7.107349611806466E-15,2.008228317901107E-15,-8.987694942213025E-16,8.109139461700201E-16
3184.0,7.448425599818668E-15,1.7512444456217739E-15,,,,5.839991505735789E-15,-7.102521660773248E-15,2.0093871367927205E-15,-8.990783195413826E-16,8.110181969507217E-16
3185.0,7.448726734229476E-15,1.7513772673874187E-15,,,,5.835169608479757E-15,-7.098504613910352E-15,2.010482638861125E-15,-8.993335154321048E-16,8.111282789673979E-16
3186.0,7.449048900796612E-15,1.751486094720538E-15,,,,5.830043574875465E-15,-7.095435874029819E-15,2.011514751696576E-15,-8.995379534986553E-16,8.112295346623895E-16
3187.0,7.4493880186293E-15,1.7515966464529823E-15,,,,5.824742337439678E-15,-7.093294274355497E-15,2.0123782255002685E-15,-8.997018586357351E-16,8.113186113724254E-16
3188.0,7.449687741861816E-15,1.7516850105424247E-15,,,,5.819371371434471E-15,-7.091998754926175E-15,2.013178505427117E-15,-8.99839651231268E-16,8.114100135608897E-16
3189.0,7.449942108577263E-15,1.7517678527522E-15,,,,5.813987426065278E-15,-7.091503361305272E-15,2.0138815041489745E-15,-8.999489966286619E-16,8.114900840282015E-16
3190.0,7.4501287878199E-15,1.751874912876738E-15,,,,5.8088137128801145E-15,-7.091539041495191E-15,2.0144852995793835E-15,-9.000484348867748E-16,8.115656580943949E-16
3191.0,7.450273364835068E-15,1.7519544788020703E-15,,,,5.8037135526554115E-15,-7.0922010918604205E-15,2.0150471830919936E-15,-9.00143373508308E-16,8.116410054879956E-16
3192.0,7.450354375327519E-15,1.7520089711418689E-15,,,,5.799037078195937E-15,-7.093173549421713E-15,2.0155486345587112E-15,-9.002406916592741E-16,8.116961120839742E-16
3193.0,7.450396121992389E-15,1.7520672986683813E-15,,,,5.79457689316008E-15,-7.094411239088552E-15,2.016003775580853E-15,-9.003255578770982E-16,8.117555963739398E-16
3194.0,7.450425755121551E-15,1.7521178169031606E-15,,,,5.790609163712644E-15,-7.0957792451891085E-15,2.0164101120933232E-15,-9.004189044437305E-16,8.118073527899775E-16
3195.0,7.45043311598614E-15,1.7521924357436295E-15,,,,5.786980533417064E-15,-7.097275973481606E-15,2.0168103964272455E-15,-9.004992981051205E-16,8.118507966965491E-16
3196.0,7.450447250755559E-15,1.7522228630576826E-15,,,,5.783708541399064E-15,-7.098787852269371E-15,2.0171606097937418E-15,-9.005775716593634E-16,8.119071869029766E-16
3197.0,7.450445581780296E-15,1.752250853976518E-15,,,,5.780804833510997E-15,-7.100221399081771E-15,2.017507685364919E-15,-9.006571468967723E-16,8.11945728349511E-16
3198.0,7.45044436875406E-15,1.7522813848178397E-15,,,,5.778290799607388E-15,-7.101526719749585E-15,2.0178418132887518E-15,-9.007291675239657E-16,8.119853533960632E-16
3199.0,7.450433508780199E-15,1.752320036651017E-15,,,,5.7761302620900264E-15,-7.1027655569013765E-15,2.018141282156295E-15,-9.007924662525371E-16,8.120176337389837E-16
3200.0,7.450414396311501E-15,1.7523210234126646E-15,,,,5.774154038424985E-15,-7.103919344453578E-15,2.018425142402049E-15,-9.008458757940786E-16,8.120440214112387E-16
3201.0,7.450393869360362E-15,1.7523314019069253E-15,,,,5.7725000617400234E-15,-7.1049696654246486E-15,2.0187065591362086E-15,-9.009053682825235E-16,8.12077840970531E-16
3202.0,7.450402889765212E-15,1.752370626660284E-15,,,,5.7710400210249914E-15,-7.105841284579164E-15,2.018937571084246E-15,-9.009560852549286E-16,8.1210385513611215E-16
3203.0,7.450390605873909E-15,1.7523725113038412E-15,,,,5.769778300988987E-15,-7.106597765892208E-15,2.019187165695017E-15,-9.009966177932946E-16,8.121358877527168E-16
3204.0,7.450335157292991E-15,1.7524058421221912E-15,,,,5.768597199704313E-15,-7.107200014200774E-15,2.0194084304935064E-15,-9.010430096012223E-16,8.121556794116366E-16
3205.0,7.450327842142264E-15,1.7523899390394174E-15,,,,5.767633198070077E-15,-7.10780692539408E-15,2.019626581348741E-15,-9.010868339473207E-16,8.121690841865841E-16
3206.0,7.450341766020472E-15,1.7523971786872147E-15,,,,5.766752341711517E-15,-7.108347147775381E-15,2.01980502516439E-15,-9.011120785405332E-16,8.121951121185301E-16
3207.0,7.450317238059024E-15,1.752426655386963E-15,,,,5.765861756993062E-15,-7.108670182776852E-15,2.0199721127554276E-15,-9.011520294890148E-16,8.122021848019424E-16
3208.0,7.450315017005059E-15,1.7524313964097018E-15,,,,5.765185776591394E-15,-7.109044933294063E-15,2.0201418763192564E-15,-9.011880354702119E-16,8.122163662295346E-16
3209.0,7.450264451867845E-15,1.752441514959625E-15,,,,5.764574290518187E-15,-7.109381198247998E-15,2.0202842160635302E-15,-9.01216987893073E-16,8.122232827411215E-16
3210.0,7.450285690896782E-15,1.7524269283095982E-15,,,,5.763915240210356E-15,-7.109639854378674E-15,2.02041931462183E-15,-9.012483019728945E-16,8.122401721690078E-16
3211.0,7.450289757174307E-15,1.7524609532315662E-15,,,,5.763385412825928E-15,-7.109924864314579E-15,2.0205477592216385E-15,-9.012612015642593E-16,8.122518219050822E-16
3212.0,7.450264351957717E-15,1.7524649401574781E-15,,,,5.7629426282789525E-15,-7.110107796615143E-15,2.020662859903424E-15,-9.012859138526048E-16,8.122610889411718E-16
3213.0,7.45024913493465E-15,1.752448181687241E-15,,,,5.7624956994289886E-15,-7.110295561546779E-15,2.0207746678341278E-15,-9.013098835392584E-16,8.122691047611066E-16
3214.0,7.450250032219447E-15,1.7524605237029555E-15,,,,5.762199804955335E-15,-7.110464477096145E-15,2.020864922216127E-15,-9.013354679487806E-16,8.122788893862797E-16
3215.0,7.45024621665429E-15,1.7524620530651292E-15,,,,5.7618315491456294E-15,-7.11063385314322E-15,2.020954977038101E-15,-9.013451381741862E-16,8.122879883190784E-16
3216.0,7.450236324410699E-15,1.7524638777154773E-15,,,,5.761626598238753E-15,-7.110763964280956E-15,2.0210438309541706E-15,-9.013614102708458E-16,8.122918361157537E-16
3217.0,7.450214228156274E-15,1.752461511897729E-15,,,,5.761334779351595E-15,-7.11090919036431E-15,2.0211369670687227E-15,-9.013759333296569E-16,8.122951434347232E-16
3218.0,7.450233787377146E-15,1.7524463545641533E-15,,,,5.7612574835900055E-15,-7.11099380756317E-15,2.0211959417000577E-15,-9.013877729472266E-16,8.123103796902789E-16
3219.0,7.45025884197124E-15,1.7524649069715713E-15,,,,5.7610372889828174E-15,-7.111072514580848E-15,2.0212698664751066E-15,-9.01404344623295E-16,8.123077110966441E-16
3220.0,7.450227625401838E-15,1.7524433558330148E-15,,,,5.760966092542466E-15,-7.11114543242239E-15,2.0213378673259333E-15,-9.014091664274727E-16,8.123147959270081E-16
3221.0,7.450260331155902E-15,1.7524647434510935E-15,,,,5.760815076882121E-15,-7.111218669112286E-15,2.0213962549802824E-15,-9.014240161458382E-16,8.123160602068871E-16
3222.0,7.45023026776192E-15,1.7524840711238589E-15,,,,5.760801163627502E-15,-7.111295959087193E-15,2.021444400761382E-15,-9.01431968825719E-16,8.123172310973764E-16
3223.0,7.450226176276486E-15,1.7524693728350424E-15,,,,5.760725379402266E-15,-7.111394443935228E-15,2.0214904963970888E-15,-9.014378506834702E-16,8.12328053058168E-16
3224.0,7.450231671649709E-15,1.7524815619145397E-15,,,,5.7606406850644384E-15,-7.111398965170617E-15,2.0215472988284398E-15,-9.014456333034263E-16,8.123232871201596E-16
3225.0,7.450214985471634E-15,1.7525015423934948E-15,,,,5.760553673417683E-15,-7.11142855736514E-15,2.0215926286793326E-15,-9.014495581522603E-16,8.123311281436654E-16
3226.0,7.450228818636568E-15,1.7524873029133307E-15,,,,5.7606752135994505E-15,-7.111426239971258E-15,2.0216269389185772E-15,-9.014557217169477E-16,8.123340058666634E-16
3227.0,7.450235697867924E-15,1.7524702798680863E-15,,,,5.760575815876708E-15,-7.111486069509688E-15,2.021654466945004E-15,-9.014613620248853E-16,8.12340483172867E-16
3228.0,7.450208612843269E-15,1.7524877617219828E-15,,,,5.7606213063760636E-15,-7.111528289509617E-15,2.0216939682248295E-15,-9.014667293704638E-16,8.123374469559899E-16
3229.0,7.45023462998938E-15,1.7524666799763386E-15,,,,5.760662324639999E-15,-7.111524555072965E-15,2.021703983390729E-15,-9.014725216343052E-16,8.123423320882839E-16
3230.0,7.450204375971994E-15,1.752462315403504E-15,,,,5.760630197678825E-15,-7.111542943957528E-15,2.021739965407514E-15,-9.014752567583115E-16,8.123375041775463E-16
3231.0,7.450220290221454E-15,1.752480867810922E-15,,,,5.760590647191955E-15,-7.111564138830657E-15,2.021783307815491E-15,-9.014844014089975E-16,8.123401696394212E-16
3232.0,7.450203308093448E-15,1.7524833865648878E-15,,,,5.7606191513557106E-15,-7.111595297169978E-15,2.0217954715798062E-15,-9.014858573660366E-16,8.123457846219218E-16
3233.0,7.450195340953891E-15,1.7524833865648878E-15,,,,5.760587692734128E-15,-7.111607606127027E-15,2.0218092534682918E-15,-9.014864030592068E-16,8.123459412809015E-16
3234.0,7.450214900174761E-15,1.7524779207253643E-15,,,,5.7606068308286646E-15,-7.111626455509297E-15,2.021833473940679E-15,-9.014872350232608E-16,8.123454742202361E-16
3235.0,7.450221568753059E-15,1.75247978667314E-15,,,,5.760633767214304E-15,-7.111664480574867E-15,2.0218447348121364E-15,-9.014883532581988E-16,8.123476106487163E-16
3236.0,7.450207018332076E-15,1.7524793172802274E-15,,,,5.760577933089672E-15,-7.111596395364393E-15,2.0218615352907227E-15,-9.014978825182554E-16,8.123487357619604E-16
3237.0,7.450217226555255E-15,1.7524830701081927E-15,,,,5.7606654194090215E-15,-7.111639862660767E-15,2.0218874036885853E-15,-9.014991147979531E-16,8.12348268701295E-16
3238.0,7.450216073379836E-15,1.7525014801636538E-15,,,,5.76060581574681E-15,-7.111671021000086E-15,2.0219034085810524E-15,-9.014945346953588E-16,8.123505503444437E-16
3239.0,7.450238465584192E-15,1.7524650576711563E-15,,,,5.7606314310955444E-15,-7.111650924321374E-15,2.0219159032595873E-15,-9.015043838050445E-16,8.123544127171904E-16
3240.0,7.45021500550129E-15,1.7524849159270616E-15,,,,5.760644482343571E-15,-7.111648897678869E-15,2.0219203580661618E-15,-9.015020735993011E-16,8.123486982972665E-16
3241.0,7.450224145845923E-15,1.7524677293613395E-15,,,,5.7606498664922435E-15,-7.111621650975206E-15,2.0219428204569636E-15,-9.015063965975788E-16,8.123542789468333E-16
3242.0,7.450229430566087E-15,1.7524797559599728E-15,,,,5.760659020178495E-15,-7.111639862660767E-15,2.0219431094209024E-15,-9.015034959775952E-16,8.123505961216888E-16
3243.0,7.450224040519394E-15,1.752483804076112E-15,,,,5.760673442463954E-15,-7.111663374927777E-15,2.021943606993974E-15,-9.015093844137241E-16,8.123561767712555E-16
3244.0,7.450242893078869E-15,1.7525031624620447E-15,,,,5.760672820957336E-15,-7.111689091036295E-15,2.0219635483677474E-15,-9.015044822953012E-16,8.123593092937958E-16
3245.0,7.450228362687542E-15,1.752484885213894E-15,,,,5.760611227918627E-15,-7.111680374866546E-15,2.021960788940282E-15,-9.01510853679288E-16,8.123517212349328E-16
3246.0,7.450235051295495E-15,1.752484885213894E-15,,,,5.760615372221614E-15,-7.111656685400531E-15,2.021967207588203E-15,-9.015141256001176E-16,8.123530229795057E-16
